Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	68/232	6.022672525503115E-11	2.6236951583828116E-8	0	0	2.7896222277312686	65.64791465074441	ECM1;TRADD;IFIT5;HSPB1;TNFAIP3;TNF;CX3CL1;PYCARD;AKAP13;LGALS1;CASP10;ZC3H12A;CASP1;TRIM25;SLC39A8;PIM2;TRIM21;TRIM22;PRKCB;RIPK2;F2R;RHOC;LIME1;TNFRSF1A;TRAF3;IL1B;TRAF6;PELI1;S100A4;RBCK1;TLR6;ALPK1;SQSTM1;CARD11;LTF;ANKRD17;GSTP1;PPM1N;PELI2;NOD1;NOD2;ATP2C1;CXXC5;TANK;RELA;MTDH;TSPAN6;MIER1;S100A12;LURAP1;APOL2;BRD4;CD74;STAT1;PLK2;CARD8;DAB2IP;TNFRSF10B;CFLAR;LILRB4;BST2;NLRP12;TAB3;TAB2;TRIM38;MAP3K14;HLA-DRB1;MYD88
Positive Regulation Of Cytokine Production (GO:0001819)	85/320	7.68219777655724E-11	3.067757645438525E-8	0	0	2.4396744454771535	56.81887203691395	FCN1;PIK3CD;HMGB1;TNF;PIK3CG;IFIH1;PYCARD;CASP1;FLOT1;FFAR2;TRIM27;JAK2;HLA-DPA1;GBP5;RAB2B;BTN3A1;IL1R1;RIPK2;F2R;HLA-A;MMP8;EREG;IL17RA;FOXP1;TLR1;FGR;IL1A;SLC7A5;IL23A;IRF4;TRAF3;IL1B;TRAF6;RARA;IRF7;CD226;PRKD2;IRF5;TLR6;PLCB1;IL6ST;TLR3;CARD11;ATF4;TLR2;CD274;RAB1A;CEBPB;STOML2;TMED10;EBI3;CEBPG;TWIST1;NOD1;NOD2;HIF1A;PRKCZ;AIF1;TANK;RASGRP1;RELA;C3;G3BP1;CD14;LURAP1;ELANE;CD74;AKIRIN2;TGFB1;OSM;EIF2AK2;LILRB2;SULF1;MAPK14;SCIMP;SORL1;MAPK13;IL6;PTPRC;IL7;HPSE;CD200;HSPA1B;MYD88;HSPA1A
Defense Response To Symbiont (GO:0140546)	50/148	8.531872233351E-11	3.1449793647859996E-8	0	0	3.4216947648624667	79.33071750673949	IFITM2;IFIT5;DDX60L;IFIT1;IFIT3;IFIT2;PYCARD;IFIH1;CASP1;BNIP3L;GBP5;RAB2B;RSAD2;RIPK3;RNASE2;PLSCR1;TRAF3;OAS3;IRF7;TLR3;TLR2;USP27X;NLRC5;DDX60;TANK;RELA;EXOSC4;G3BP1;NLRP1;GBP2;APOBEC3C;MLKL;STAT1;CARD8;STAT2;MX1;EIF2AK2;AZU1;BST2;ISG20;AGBL5;IL6;CNOT7;PTPRC;ZNFX1;SERINC3;MAP3K14;APOBEC3A;MYD88;APOBEC3B
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	44/122	1.017852825142471E-10	3.44985719086555E-8	0	0	3.7787443643369283	86.94193828769565	RPL5;DYRK2;PRKDC;FMR1;NLRC5;AKR1B1;RPS27L;IRS2;NOD2;PLD1;THBS1;LARP1B;RBM3;RPS4X;LARP1;NAMPT;METTL5;JAK2;SOX4;NPM1;SSB;CIRBP;SAMD4A;UPF3A;LARP4B;AZU1;IGF1;SORBS1;LARP4;KLF4;NFKB1;SLC25A37;IL6;NLRP12;PPP1R3E;IL1B;RFX5;BCL3;HNRNPD;PRKD2;EIF3C;EIF4G3;OGT;TLR2
Peptide Biosynthetic Process (GO:0043043)	52/158	1.0798801724328728E-10	3.44985719086555E-8	0	0	3.2910234419668383	75.52569975525522	RPL4;MRPS17;RPL5;HBS1L;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;MRPL34;RPL9;PCSK5;RPL7;RPS4X;RPS14;MRPL42;RPL7A;RPS16;RPL35;RPS11;RPS13;RPL21;RPS8;RPS5;RPL22;RPL13A;RPSA;RPS3A;MRPS6;MRPL43;EEF1A1;MRPL52;RPL24;RPL10;RPL11;FURIN;RRBP1;RPS15A;RPL14;RPL13;RPL15;RPS27A;RPL17;RPL19;RPL23A;RPL27A;RPS20;RPS24;RPS23
Phosphorylation (GO:0016310)	104/429	2.1039745306799837E-10	6.01197051773771E-8	0	0	2.1632355273592387	48.20126321330482	DGKE;DGKD;CERK;MAML1;GMFG;DGKA;MYLK3;PPP4R1;RPS6KA1;NEK1;PIM3;MAP3K9;PIM2;EPHB1;MAP3K5;PDK1;MORC3;PRKCH;CDKL5;DAPK1;PRKCB;DAPK2;PRKCD;ADAM10;LMTK2;ATG14;ILF3;PRKD2;SIK1;SIK2;TRIB1;PRKDC;MAPKAP1;CSF2RB;STK4;PRKCZ;STK3;NUAK1;GRK5;GRK6;NADK;LYN;TGFB1;PLK2;EIF2AK2;SRPK1;CDK6;STK24;CDK2;ATM;MAP3K13;CDK14;MAP3K12;PRR5;GPI;SMG1;GSK3A;DYRK2;PRKAG2;PIK3CD;ILK;PIK3CB;PIK3CG;HK2;FASTK;CTSG;JAK2;JAK3;BRD2;IRAK3;YWHAZ;TGFBR2;FGR;LATS1;HCK;LATS2;PIK3CA;LCK;PEAK1;HKDC1;RARA;SGK3;TOP1;HCST;PRKAA1;ACVR1B;CAMKK2;GK5;PAK1;MKNK2;PTK2B;FNIP2;MAP4K4;MAP3K1;CSNK1A1;LIMK2;TAF10;HIPK1;HIPK3;STK17A;STK17B;TAF5;TAF4;TAF2
Protein Modification Process (GO:0036211)	153/711	2.1327942153910908E-10	6.01197051773771E-8	0	0	1.8644717790850867	41.51883687313436	PGAP1;MAML1;GMFG;F13A1;PPP2R2A;UBE2L6;MYLK3;LOXL2;PPP1CB;PTAR1;PPP4R1;RPS6KA1;NEK1;PIM3;KAT7;MAP3K9;PIM2;EPHB1;TGM3;MAP3K5;PDK1;TGM2;CSNK1G3;MORC3;PRKCH;CDKL5;DAPK1;PRKCB;DAPK2;PRKCD;KRT1;ADAM10;LMTK2;ATG14;FBXO11;CTDNEP1;ILF3;CDC34;PRKD2;SIK1;SIK2;TRIB1;MEAF6;PRKDC;CSF2RB;MTMR4;STK4;PRKCZ;MTMR6;MTM1;STK3;UGCG;NUAK1;GRK5;MAN2A2;GRK6;ST3GAL4;ST8SIA4;ST3GAL6;ST3GAL2;LYN;ICMT;TGFB1;ST8SIA1;PLK2;EIF2AK2;ABCA7;SSH2;SRPK1;SSH1;PTPRE;PTPRB;CDK6;PTPRC;STK24;ATG16L2;ATG16L1;CDK2;ATM;MAP3K13;CDK14;MAP3K12;GPI;SMG1;GSK3A;DYRK2;PRKAG2;PIK3CD;PTPRM;ILK;PTPRJ;DUSP16;FASTK;CTSG;JAK2;JAK3;PRMT6;BRD2;PPP1R12A;PARP4;RIPK3;IRAK3;PPP2R5D;BAZ1B;YWHAZ;CTTNBP2NL;TGFBR2;FGR;LATS1;HCK;LATS2;NPC1;LCK;PEAK1;B3GNT5;RARA;SGK3;HCST;PRKAA1;CSTA;PPM1L;GLRX;RNF7;ACVR1B;THBS1;CAMKK2;PAK1;TP53INP2;MKNK2;PTK2B;FNIP2;LCMT1;MAP4K4;PTPN1;USP25;MAP3K1;CSNK1A1;LIMK2;TAF10;WWP2;PTPN12;KRT10;HIPK1;HIPK3;PPP1CA;COL3A1;STK17A;QPCT;STK17B;PTPN6;TAF5;TAF4;TAF2
Regulation Of Intracellular Signal Transduction (GO:1902531)	79/297	3.3147629919880985E-10	8.824635698670539E-8	0	0	2.440943293603196	53.27960383087502	RPL5;DYRK2;DOCK8;ITSN1;FAM13A;SLA;HSPB1;ARHGEF10L;ARHGAP5;TNF;AKAP12;PYCARD;PREX1;AKAP13;SPRED1;RASSF2;EP300;ITGAV;ARHGEF40;VAV3;PPP1R16B;RALBP1;DAPK2;PLEKHG6;ARAP1;GMIP;LIME1;VAV1;PJA2;RNF41;TMBIM4;TRAF3;IL1B;TRAF6;PRKD2;DOCK2;SQSTM1;RAPGEF3;PHLPP1;RPL11;AKAP7;AKAP6;RPF2;STK4;RELA;STYXL1;STK3;FGD3;GNA13;FGD4;ARHGAP21;NUAK1;PAK1;PTPMT1;RRS1;PIP5K1C;RFFL;GBP1;MAP4K4;MAP2K6;LYN;PLK3;WWTR1;STARD13;TGFB1;CARD8;PDE2A;DAB2IP;ARHGAP28;ARHGAP26;VEGFA;ARHGAP23;NFKBIA;ARHGAP32;NLRP12;ARHGAP31;BCL3;ATM;CD24
Apoptotic Process (GO:0006915)	64/228	1.5331372106076141E-9	3.866733428016677E-7	0	0	2.621427619428419	53.204363201597076	CYFIP2;NCKAP1;HIP1;TRADD;NUDT2;CIB1;AHR;HK2;IFIT2;PYCARD;CASP10;RFK;EP300;JAK2;IER3;APAF1;DAPK1;RIPK2;DAPK2;PRKCD;KREMEN1;EMP2;EMP3;TGFBR2;IL1A;TRAF7;PLSCR1;ADORA2A;PIK3CA;IL1B;LTA;PPIA;TNFRSF21;TLR2;MCM2;NOTCH2;PPP1R15A;PRUNE2;STK4;STK3;BCLAF1;BCL2L11;BNIP2;PTK2B;BMF;CD14;NLRP1;RELT;PLK3;GADD45A;BAD;FEM1B;GZMA;MX1;TNFRSF10B;GZMB;CFLAR;NFKBIA;DAP;GZMM;FAS;BAX;OGT;MYD88
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	53/174	1.6993969445505614E-9	4.071755079143145E-7	0	0	2.9370770204250753	59.30837391441164	RPL5;DYRK2;HSP90AB1;FMR1;HBB;IRS2;PKD2;TNF;LARP1B;RBM3;RPS4X;SOX4;SREBF1;STARD4;HSP90AA1;CIRBP;LARP4B;MMP8;CTDNEP1;PPP1R3E;IL1B;PRKD2;TLR6;PLIN5;NNMT;PRKDC;RPS27L;PLD1;HIF1A;THBS1;LARP1;CCL5;METTL5;PPARGC1A;LDLR;NPM1;SSB;MID1IP1;SAMD4A;NR1H3;UPF3A;IGF1;SORBS1;LARP4;KLF4;KLF2;IL6;APOC2;BCL3;HNRNPD;EIF3C;EIF4G3;OGT
Negative Regulation Of Viral Process (GO:0048525)	27/61	2.3250748686705136E-9	5.305599414604335E-7	0	0	5.298191612158522	105.32547219260519	IFITM2;IFIT5;UBP1;ZC3HAV1;IFIT1;TNF;IFIH1;ZFP36;CCL5;TRIM27;TRIM21;N4BP1;APOBEC3C;RSAD2;STAT1;MX1;EIF2AK2;SRPK1;BST2;ISG20;ILF3;PLSCR1;ZNFX1;OAS3;PPIA;APOBEC3A;LTF
Cellular Response To Lipopolysaccharide (GO:0071222)	42/124	2.45772686294193E-9	5.353375966917149E-7	0	0	3.427584384202975	67.94853207349877	CD274;CXCL9;GSTP1;CTR9;HMGB2;LY96;TNFAIP3;HMGB1;NOD2;CXCL3;TNF;CXCL5;RELA;MTDH;PYCARD;ZFP36;CCL5;ZC3H12A;ANKRD1;CASP1;IL36RN;CTSG;CD14;GBP2;LYN;MEF2C;TGFB1;DAB2IP;NR1H3;LILRB2;TNFRSF1B;MAPK14;NFKB1;CXCL10;HCK;IL1A;IL6;IL1B;TRAF6;ADAM9;MYD88;NFKBIB
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	48/152	2.635783349821731E-9	5.491597309715537E-7	0	0	3.09184221519365	61.07651520144683	TRADD;AKR1B1;CIB1;NOD1;NOD2;TNF;PRKCZ;CX3CL1;RELA;MTDH;PYCARD;IL18RAP;IRAK2;FLOT1;EP300;TRIM25;S100A12;TRIM21;ZBTB7A;TRIM22;NPM1;PRKCH;RIPK3;PRKCB;RIPK2;EIF2AK2;IRAK3;CFLAR;PSMA6;IL6;SLCO3A1;IL1B;TRAF6;PRKD2;RBCK1;TLR6;TRIM38;MAP3K13;CLOCK;PPIA;S100A9;CARD11;S100A8;MYD88;HSPA1B;LTF;TLR2;HSPA1A
