Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Eukaryotic Translation Termination R-HSA-72764	46/90	1.3184654073221706E-22	1.9045832111226628E-20	0	0	9.461864990133542	476.69257659333044	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL36A;RPS27L;APEH;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;RPS16;RPS15A;RPL14;RPS3;RPL35;RPL15;RPS11;RPS27A;RPL19;RPL41;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPS3A;RPSA;RPL23A;RPL27A;RPL22L1;RPS20;RPS24;RPS23
Cap-dependent Translation Initiation R-HSA-72737	52/116	5.2988266426278E-22	7.016529612612978E-20	0	0	7.367626582278481	360.93550724367907	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL35;RPS11;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;PABPC1;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS27A;RPL19;RPL41;EIF2B2;RPL23A;EIF3L;RPL27A;EIF3I;EIF3G;RPS20;RPL22L1;EIF3F;EIF3C;RPS24;RPS23
GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	50/109	9.28919885813815E-22	1.1354259219678092E-19	0	0	7.678986308651184	371.87810049075586	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL35;RPS11;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS27A;RPL19;RPL41;RPL23A;EIF3L;RPL27A;EIF3I;EIF3G;RPS20;RPL22L1;EIF3F;EIF3C;RPS24;RPS23
Selenocysteine Synthesis R-HSA-2408557	45/90	1.2256732091280816E-21	1.2983964862030146E-19	0	0	9.045408678102927	435.54363434003636	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL36A;RPS27L;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;RPS16;RPS15A;RPL14;RPS3;RPL35;RPL15;RPS11;RPS27A;RPL19;RPL41;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPS3A;RPSA;RPL23A;RPL27A;RPL22L1;RPS20;RPS24;RPS23
Viral mRNA Translation R-HSA-192823	45/90	1.2256732091280816E-21	1.2983964862030146E-19	0	0	9.045408678102927	435.54363434003636	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL36A;RPS27L;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;RPS16;RPS15A;RPL14;RPS3;RPL35;RPL15;RPS11;RPS27A;RPL19;RPL41;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPS3A;RPSA;RPL23A;RPL27A;RPL22L1;RPS20;RPS24;RPS23
Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	63/167	1.7426764391083056E-21	1.730695538589436E-19	0	0	5.511451315995614	263.4411165147413	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;PSMD3;RPL35;RPS11;RPL21;RPS7;NCBP1;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;PSMA6;PSMA4;PSMA2;PSME1;PSME2;PABPC1;RBM8A;RPL12;CUL2;RPL11;RPL36A;RPS27L;PSMB10;RPS15A;PSMB2;PSMB3;RPL14;RPS3;PSMF1;RPL15;RPS27A;RPL19;RPL41;UPF3A;RPL23A;PSMB8;PSMB9;RPL27A;RNPS1;RPS20;RPL22L1;RPS24;RPS23
Influenza Viral RNA Transcription And Replication R-HSA-168273	56/137	3.2835225723388206E-21	3.0691278632037564E-19	0	0	6.275889283499634	296.004641087816	RPL4;RPL5;RPL30;RPL3;NUP188;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL35;RPS11;NUP214;HSP90AA1;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;NUP98;POM121;RPL12;RPL11;RPL36A;RPS27L;AAAS;RPS15A;POLR2E;RPL14;RPS3;POLR2G;RPL15;RPS27A;POLR2J;POLR2L;RPL19;RANBP2;RPL41;RPL23A;RPL27A;RPS20;RPL22L1;RPS24;RPS23
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	50/112	4.119954949701213E-21	3.637004675041793E-19	0	0	7.306198704456084	342.94160403248947	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL35;RPS11;RPL21;RPS7;NCBP1;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;PABPC1;RBM8A;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS27A;RPL19;RPL41;UPF3A;RPL23A;RPL27A;RNPS1;RPS20;RPL22L1;RPS24;RPS23
Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	46/98	1.2175927458910559E-20	1.0182920385373094E-18	0	0	8.002621053857803	366.95879684474835	RPL4;RPL5;RPL30;CEBPB;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL36A;RPS27L;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPS3;RPL35;RPL15;RPS11;RPS27A;RPL19;RPL41;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS20;RPL22L1;RPS24;RPS23
Disease R-HSA-1643685	295/1736	2.125362423574639E-20	1.6886004455300508E-18	0	0	1.9540494235944053	88.51406087973724	RPL4;SPON2;RPL5;RPL30;VIPR1;MTRR;RPL3;RPL32;WIPF1;CCNH;RPL31;RPL34;WIPF3;ZDHHC5;RPL9;RPL6;RPL7;RPS14;HTR7;TBK1;RPS16;CAPNS1;FGFR1OP2;BSG;PSMD3;AP1S2;RPL35;SNRPD3;TRIM27;RPS11;SLC12A6;PTGDR;NUP214;DAXX;RPL21;RPL23;RPL22;ALG2;HLA-B;HUS1;HLA-C;HLA-A;HLA-F;HLA-E;ADCY9;SLPI;RBP1;PSME1;TXNIP;PSME2;NUP98;POM121;ANAPC15;SLC35D1;RRAD;RPN1;TGFA;PIK3R2;ZC3HAV1;PIK3R1;AAAS;GNS;CD79B;APH1A;CD79A;GNG10;ST3GAL4;PPY;PSMF1;CHST14;ABCA1;GSDMD;JUN;RPL41;GPR15;APOBEC3G;PMM2;SNF8;GNG11;EXT1;PARP10;POLA2;FXYD3;RPL27A;NMT1;SDC1;RPS20;RPS24;RPS23;CDKN1C;CDKN1B;SH3KBP1;HEXB;RPLP1;OGG1;RPLP0;MAGT1;AREG;AP2A2;LFNG;XPO1;CTSL;CHMP1A;RAC2;NELFB;CTSG;JAK2;CCR5;PSENEN;IFNGR1;TUBB;APRT;PARP8;APBB1IP;PSMA6;SIKE1;PSMA4;ADRB3;PSMA2;IL1B;CANX;VAMP2;AHCY;SLC20A2;PTGER2;RPL12;RPL11;GNAI3;WAS;RPS27L;CXCR4;RNF135;NRAS;RPS15A;PSMB2;PSMB3;GPC3;RPL14;RPS3;PMS2;RPL15;RPS27A;MAP4K5;BRD4;RPL19;RANBP2;RANBP1;NPM1;STAT1;PTGES3;STAT2;C1GALT1;MIB2;AP2B1;PSMB8;VEGFA;PSMB9;AGGF1;TCEA1;RPL22L1;CRB3;HSPA1A;NUP188;ITGA2B;ARID4A;TTF2;RPL10A;COMT;PYCARD;CCND3;CCND2;FGF9;KPNA4;KPNA2;ZBP1;MAP2K4;MAP2K1;TPM4;RPS7;S100A1;RPS8;RPS5;LIG4;TSC2;RPSA;ZCRB1;SAP30;MSH6;TPST2;MSH2;SLC9A9;CHMP4C;DPEP2;SNRPF;PPIA;S100A9;SQSTM1;S100A8;ISCU;IFNAR1;SNRPB;NOTCH3;VCP;TNKS;CUL1;LY96;ITPR2;NCKIPSD;AP1M2;UBE2I;SMAD3;TGFB1;SYT1;B3GALT6;NFKB1;QKI;SLC2A9;NR4A1;IL6;CDK6;UBE2S;CDK4;TBXAS1;GNB4;GNB5;MUC20;PRR5;GSK3B;GSK3A;HSP90AB1;PRKCSH;TRADD;PSIP1;BRK1;HMGB1;LMNB1;RPS4X;RPL7A;YWHAQ;CASP1;MLST8;HMG20B;SLC37A4;ABCD1;HGSNAT;RFC3;HSP90AA1;EGFL7;ITGA4;NCBP1;VWF;PPP2R5B;RPL13A;RPS3A;RANGAP1;EEF1G;TFDP1;LCK;POLR1A;POLR1B;CRH;IRF7;PIK3C3;SLC25A5;SOS1;DOCK2;LTF;SLC25A6;CEBPB;CAMK2D;CEBPD;BCL2A1;RPL36A;RNF5;PSMB10;GNG2;POLR2E;CSK;POLR2G;FCGR1A;POLR2J;POLR2L;MUTYH;DUT;SEC24A;MYO10;GALNT3;BAD;TAF10;NDUFA2;RPL23A;P2RX7;IMPDH2;VPS41;PTPN6
Signaling By ROBO Receptors R-HSA-376176	69/209	1.2037040593999245E-19	9.108027382792762E-18	0	0	4.48882606157887	195.5499313670138	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;PSMD3;RPL35;RPS11;RPL21;RPS7;NCBP1;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;PSMA6;PSMA4;PSMA2;PSME1;PSME2;EVL;PABPC1;PFN1;SOS1;SOS2;RBM8A;RPL12;RPL11;CUL2;RPL36A;CXCR4;RPS27L;PSMB10;RPS15A;PSMB2;PSMB3;RPL14;RPS3;PSMF1;RPL15;RPS27A;CLASP1;RPL19;RPL41;UPF3A;RPL23A;PSMB8;PSMB9;RPL27A;RNPS1;RPS20;RPL22L1;RPS24;RPS23
SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	47/108	2.288860151078304E-19	1.6531812636651935E-17	0	0	6.970226858751449	299.1695449010308	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPN1;RPLP0;RPL11;RPL36A;RPS27L;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPS3;RPL35;SEC61B;RPL15;RPS11;RPS27A;RPL19;RPL41;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS20;RPL22L1;RPS24;RPS23
