Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	39/134	7.100902731275161E-10	2.851980751524878E-7	0	0	3.6918458117123794	77.77105422694981	IGHM;ITK;STOML2;PIK3CD;PTPN22;GATA3;SLA2;PRAM1;CD79B;CD79A;TRBC2;INPP5D;ORC3;TRBC1;ZC3H12A;NFKBIZ;CD38;TRDC;CSK;TRGC2;HLA-DPA1;BTNL9;MEF2C;EIF2B2;BTN3A1;RFTN1;NFATC2;HLA-A;LIME1;LAT2;ZAP70;PTPRC;LCK;BCL2;LCP2;RBCK1;HLA-DRB3;HLA-DRB1;TNFRSF21
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	20/44	1.9053886248492055E-9	7.015005787153159E-7	0	0	7.45266567015446	149.6389427284191	HLA-DRB5;ITGB2;ETS1;TNF;HSPD1;PYCARD;HLA-DMA;IL6;HLA-DMB;NR4A3;LCK;HLA-DRA;PRKCQ;CD47;HLA-DRB3;HLA-DOB;HLA-DQA1;CD44;HLA-DRB1;HLA-DPA1
T Cell Receptor Signaling Pathway (GO:0050852)	29/95	3.2776384048880066E-8	1.0831153860986985E-5	0	0	3.9380516880516883	67.86664051665069	ITK;STOML2;PIK3CD;PTPN22;GATA3;PRAM1;TRBC2;INPP5D;ORC3;NFKBIZ;TRBC1;ZC3H12A;CSK;TRDC;TRGC2;HLA-DPA1;BTNL9;EIF2B2;BTN3A1;RFTN1;HLA-A;ZAP70;PTPRC;LCK;LCP2;RBCK1;HLA-DRB3;TNFRSF21;HLA-DRB1
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	14/26	3.432235266043862E-8	1.0831153860986985E-5	0	0	10.409587680079483	178.91446569950816	HLA-DRB5;IFI30;CTSS;HLA-DMA;HLA-DMB;CTSL;HLA-DRA;HLA-DRB3;CTSD;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;LGMN
Cellular Response To Lipopolysaccharide (GO:0071222)	34/124	4.457242640898109E-8	1.3128065324991898E-5	0	0	3.389764174611139	57.37565827749707	CXCL9;GSTP1;CTR9;HMGB2;LY96;TNFAIP3;PTPN22;HMGB1;TNF;MTDH;PYCARD;SBNO2;CCL5;ZC3H12A;ANKRD1;CASP1;CCL3;IL36RN;CTSG;CD14;CCR5;GBP2;MEF2C;TGFB1;NR1H3;TNFRSF1B;NFKB1;CXCL10;IL6;CD6;IL1B;PDCD4;ADAM9;NFKBIB
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	22/62	7.448349350965681E-8	1.996028389763197E-5	0	0	4.91927680798005	80.73855690950919	BCAP31;PLEKHF1;TNFRSF12A;CRADD;TNFSF12;TNF;CTSS;STYXL1;DEDD2;PYCARD;SLC9A3R1;CYLD;BCLAF1;CTSL;LCK;RPS3;CTSH;PMAIP1;BAX;NUPR1;S100A9;S100A8
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	23/67	7.680507611130455E-8	1.996028389763197E-5	0	0	4.676635365632372	76.61261766194313	GSK3B;GSK3A;DAXX;DDX3X;SMAD3;TGFB1;BCL2A1;CRADD;BAD;TRADD;TNFSF12;CIB1;TNFRSF1B;TNF;RNF41;DEDD2;P2RX7;IFNG;BCL2;BAX;BAK1;JAK2;MCL1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	14/28	1.1716348014172674E-7	2.875712529256382E-5	0	0	8.921510183805266	142.38458692618175	HLA-DRB5;IFI30;CTSS;HLA-DMA;HLA-DMB;CTSL;HLA-DRA;HLA-DRB3;CTSD;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1;LGMN
Positive Regulation Of Amide Metabolic Process (GO:0034250)	26/85	1.5884261506869768E-7	3.69350880722898E-5	0	0	3.945179952396683	61.763180729022515	RPL5;GSK3A;DDX3X;RPS27L;PLA2G6;TNF;LARP1B;RBM3;RPS4X;METTL14;METTL5;SOX4;NPM1;SSB;IFNGR1;SPHK2;CIRBP;SAMD4A;UPF3A;SIRT3;IL6;IFNG;BCL3;GUF1;HNRNPD;EIF3C
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	91/525	2.1751222210077422E-7	4.8048449862061026E-5	0	0	1.8995517861903493	29.141044456524355	DDR1;SLC35B2;ECM1;HSP90AB1;PLEKHF1;DDX3X;NCF1;CD81;TRADD;IFIT5;PIK3CD;SPATC1L;HMGB1;PHB2;LITAF;TNF;IGF1R;PYCARD;AKAP13;TBK1;LGALS1;TRIM68;CASP1;MLST8;JAK2;HSP90AA1;TRIM62;VWF;SPHK2;RHOC;DOK2;ADRB3;LCK;IL1B;DOK6;S100A4;RBCK1;NUPR1;ALPK1;HCST;S100A9;PPIA;TMEM106A;S100A8;CARD11;BIRC3;AVPI1;LTF;DDX1;GATA3;TXN;CXXC5;STYXL1;MTDH;PIK3R5;SLC9A3R1;BCLAF1;PDGFD;CCL5;UBD;CCL4;TIFA;MIER1;RPS3;CCL3;PMAIP1;RPL17;BRD4;BCAP31;OSBPL8;CD74;NDFIP1;TGFB1;ANGPT1;SEMA4D;GDF15;NTRK3;IGF2;MIB2;OSM;VEGFA;BST2;DAB2;IL6;PTPRC;PDCD4;BAX;PTPN6;RPS20;HPSE;HLA-DRB1
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	33/127	2.78631749269279E-7	5.861881277484165E-5	0	0	3.147778441708103	47.51059987745626	GSTP1;LY96;TWIST1;HSPB1;TNFAIP3;PTPN22;NLRC3;HMGB1;RASGRP1;PYCARD;SPN;ZC3H12A;CCL3;TRIM27;CD14;JAK2;IFNGR1;SPHK2;AZU1;LILRB4;HLA-E;CLEC4A;CD2;IL6;PTPRC;IFNG;OAS2;RARA;PTPN6;CD47;LCP1;TMEM106A;LTF
Regulation Of Viral Genome Replication (GO:0045069)	22/67	3.57010109507967E-7	7.169412108209992E-5	0	0	4.37147132169576	64.89668510218267	APOBEC3C;IFITM1;DDX3X;IFITM2;RSAD2;APOBEC3G;IFIT5;ADARB1;ZC3HAV1;TNF;OASL;BST2;ISG20;SLPI;OAS2;CCL5;PPIH;PABPC1;PPARA;PPIA;PPID;LTF
Defense Response To Symbiont (GO:0140546)	36/148	4.774478053473333E-7	9.171149582715298E-5	0	0	2.8834935782449596	41.968704025617434	IFITM1;IFITM2;USP27X;IFIT5;PRF1;DDX60;IFI44L;IFIT3;IFIT2;OASL;PYCARD;TBK1;EXOSC4;CASP1;PMAIP1;GBP2;APOBEC3C;GBP5;APOBEC3D;RSAD2;APOBEC3G;NCBP1;STAT1;MX2;STAT2;AZU1;BST2;ISG20;SLFN13;IL6;PTPRC;OAS2;DDIT4;BCL2;IRF7;ZMYND11
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	40/174	5.583460771227684E-7	1.0278220703034962E-4	0	0	2.6799570341548424	38.58679014197752	RPL5;DDX3X;HSP90AB1;HBB;RPS27L;TNF;ARPP19;LARP1B;RBM3;RPS4X;METTL14;CCL5;METTL5;LDLR;SOX4;EGR1;SREBF1;STARD4;HSP90AA1;NPM1;SMAD3;SSB;MID1IP1;CIRBP;IGF2;SAMD4A;NR1H3;UPF3A;KLF2;CTDNEP1;IL6;IFNG;PPP1R3E;IL1B;APOC2;BCL3;GUF1;HNRNPD;EIF3C;GPLD1
Defense Response To Virus (GO:0051607)	42/189	7.749333204666705E-7	1.3694621639287003E-4	0	0	2.565815041381792	36.10227192939063	IFITM1;IFITM2;USP27X;IFIT5;PRF1;DDX60;PHB2;TNF;USP18;IFI44L;IFIT3;IFIT2;OASL;PYCARD;RNF135;TBK1;EXOSC4;DHX58;CASP1;PMAIP1;GBP2;APOBEC3C;GBP5;APOBEC3D;RSAD2;APOBEC3G;NCBP1;STAT1;MX2;STAT2;AZU1;BST2;ISG20;SLFN13;CXCL10;IL6;PTPRC;OAS2;DDIT4;BCL2;IRF7;ZMYND11
Positive Regulation Of Cytokine Production (GO:0001819)	61/320	9.087559038969788E-7	1.5441859936218664E-4	0	0	2.1220870630840114	29.520754869827805	FCN1;ITK;DDX3X;PIK3CD;PTPN22;HMGB1;TNF;PYCARD;TBK1;DHX58;CASP1;FFAR2;TRIM27;JAK2;HLA-DPA1;GBP5;BTN3A1;SPHK2;IL16;HLA-A;HLA-E;IFNG;IL1B;RARA;IRF7;PRKCQ;IRF5;LCP1;TMEM106A;CARD11;RAB1A;CEBPB;STOML2;EBI3;TWIST1;GATA3;PRKCZ;AIF1;RASGRP1;HSPD1;RPS3;CD14;IL12RB1;ELANE;IL12RB2;EGR1;CD74;AKIRIN2;TGFB1;RFTN1;CRTAM;OSM;MAPK13;CD2;IL6;PTPRC;CD6;HPSE;CD200;HSPA1B;HSPA1A
Response To Lipopolysaccharide (GO:0032496)	37/159	1.068698244050292E-6	1.748706978597848E-4	0	0	2.7205165170112857	37.40456997316055	CXCL9;GSTP1;CTR9;HMGB2;LY96;TNFAIP3;PTPN22;HMGB1;PYCARD;SBNO2;ZC3H12A;ANKRD1;CASP1;IL36RN;CTSG;CD14;CCR5;JAK2;GBP2;HNRNPA0;MEF2C;GCH1;NR1H3;TNFRSF1B;NFKB1;CXCL10;IL6;MAPKAPK3;SLPI;CD6;IL1B;PDCD4;ADAM9;S100A9;S100A8;IFNAR1;NFKBIB
Negative Regulation Of Viral Process (GO:0048525)	20/61	1.2376139574000627E-6	1.9527780227833846E-4	0	0	4.358404122157814	59.284430483920815	APOBEC3C;IFITM1;TRIM62;IFITM2;RSAD2;APOBEC3G;STAT1;IFIT5;ZC3HAV1;TNF;OASL;BST2;ISG20;SLPI;OAS2;CCL5;TRIM14;TRIM27;PPIA;LTF
MHC Class II Protein Complex Assembly (GO:0002399)	9/14	1.3819658507743512E-6	1.9923630643772967E-4	0	0	16.026957383548066	216.23576580118947	HLA-DRB5;HLA-DMA;HLA-DMB;HLA-DRA;HLA-DRB3;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	9/14	1.3819658507743512E-6	1.9923630643772967E-4	0	0	16.026957383548066	216.23576580118947	HLA-DRB5;HLA-DMA;HLA-DMB;HLA-DRA;HLA-DRB3;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1
Regulation Of Inflammatory Response (GO:0050727)	49/240	1.3979912855521999E-6	1.9923630643772967E-4	0	0	2.3063065447673097	31.090105753367062	TRADD;TNFAIP3;AHR;METRNL;ETS1;TNF;PYCARD;LGALS2;LGALS1;NFKBIZ;CASP1;FFAR2;JAK2;IL16;TNFRSF1B;PSMA6;IFNG;IL1B;CD47;LCP1;PPARA;S100A9;VAMP2;S100A8;BIRC3;CEBPA;GRN;AKNA;NLRC3;GATA3;USP18;SBNO2;CCL5;CCL3;APOE;ELANE;BRD4;GSDMD;IL10RA;PLA2G2A;OSM;NR1H3;NKG7;NR1D2;MAPK13;CYLD;IL6;PDCD4;CD200
Negative Regulation Of Apoptotic Process (GO:0043066)	82/482	1.8480095610818702E-6	2.4991067883208614E-4	0	0	1.8521670951156812	24.4512013028912	PRR5;GSK3B;DDX3X;HSPB1;CIB1;TRIAP1;UBE2Z;PHB2;TNF;IFIT3;IL27RA;IGF1R;HMGN5;CCND2;ZC3H12A;CFL1;PDK4;MLST8;CD38;CTSH;PIM3;TMEM14A;IER3;MEF2C;LIG4;RPS3A;MSH2;TMBIM4;PHIP;ANGPTL4;NUPR1;FXN;CD44;BIRC3;LTF;GRN;RPL10;BCL2A1;GSTP1;LEF1;AGAP2;PIK3R1;MTDH;HSP90B1;HSPD1;SOCS2;DNAJB6;BAG1;APOE;MAP2K5;MCL1;CDKN2D;HSPA9;CD74;PRELID1;NPM1;ANGPT1;SEMA4D;HSPA5;AZU1;SOD2;DHRS2;NFKB1;VEGFA;NR4A2;AHI1;DAB2;IL6;DNAJA3;ALB;BCL3;IL2RB;PPT1;BCL2;ERCC5;NAA16;EVI2B;HSPA1B;LGMN;HSPA1A;GRINA;MAD2L1
Positive Regulation Of T Cell Activation (GO:0050870)	28/107	1.866693617351481E-6	2.4991067883208614E-4	0	0	3.1726749450674703	41.85183965598878	SMARCB1;CD81;GATA3;AIF1;ACTB;HSPD1;PYCARD;HLA-DMA;HLA-DMB;CCL5;JAK2;HLA-DOB;HLA-DQA1;HLA-DPA1;HLA-DRB5;ACTL6A;HLA-A;ZAP70;IL6;PTPRC;CD6;LCK;IL1B;HLA-DRA;PRKCQ;CD47;HLA-DRB3;HLA-DRB1
Positive Regulation Of Protein Metabolic Process (GO:0051247)	42/196	2.1221240395076675E-6	2.757512943101434E-4	0	0	2.448225326310969	31.981395282729356	RPL5;GSK3B;RAB1A;VCP;GSK3A;CDKN1B;DDX3X;RPS27L;TNFAIP3;TNF;RASGRP1;LARP1B;CLN6;RBM3;RPS4X;METTL14;GPC3;METTL5;APOE;BAK1;SOX4;MAP2K5;NPM1;HSP90AA1;TGFB1;SSB;TIPARP;BAD;TNFSF12;CIRBP;SAMD4A;NR1H3;UPF3A;SNF8;KLF2;RNF41;IL6;IL1B;BCL3;GUF1;HNRNPD;EIF3C
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501)	10/18	2.276747953354654E-6	2.8739064165488173E-4	0	0	11.1334903321765	144.6547953416838	HLA-DRB5;HLA-DMA;HLA-DMB;HLA-DRA;HLA-DRB3;HLA-DOB;HLA-DQA1;HLA-DRB1;TAPBP;HLA-DPA1
Response To Type II Interferon (GO:0034341)	23/80	2.690506955132205E-6	3.30184992438169E-4	0	0	3.6074167454564554	46.26793687500494	GBP5;CD74;CIITA;IFITM1;IFITM2;CCL22;GCH1;STAT1;DAPK3;RPL13A;AIF1;CXCL16;BST2;NUB1;CCL5;UBD;CCL4;CASP1;CCL3;CD47;GBP2;IL12RB1;HLA-DPA1
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	30/122	3.2919737905801405E-6	3.8807266511465123E-4	0	0	2.9197600748949513	36.8591190311513	RPL5;CIITA;DDX3X;AKR1B1;RPS27L;LARP1B;RBM3;RPS4X;METTL14;NAMPT;METTL5;JAK2;SOX4;NPM1;SSB;CIRBP;IGF2;SAMD4A;UPF3A;AZU1;NFKB1;IL6;IFNG;PPP1R3E;IL1B;BCL3;GUF1;HNRNPD;EIF3C;TMEM106A
Positive Regulation Of Inflammatory Response (GO:0050729)	27/104	3.3378816827425867E-6	3.8807266511465123E-4	0	0	3.1376103896103897	39.565813518533034	CEBPA;GRN;CD81;TRADD;ETS1;TNF;PYCARD;LGALS2;LGALS1;NFKBIZ;CASP1;CCL3;GSDMD;PLA2G2A;OSM;NKG7;IL16;MAPK13;IL6;IFNG;IL1B;PDCD4;NUPR1;CD47;LCP1;S100A9;S100A8
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	10/19	4.368574820287672E-6	4.855382673773369E-4	0	0	9.895884977689638	122.12584613454109	MAD2L2;HLA-DRB5;HLA-DMA;HLA-DMB;HLA-DRA;HLA-DRB3;HLA-DOB;HLA-DQA1;HLA-DRB1;HLA-DPA1
Ribosome Assembly (GO:0042255)	17/50	4.396000610025685E-6	4.855382673773369E-4	0	0	4.597919493441881	56.71448809591415	RPL5;NPM1;DDX3X;RPL10;RPS5;RPLP0;RPL11;RPS27L;RPSA;RPL23A;RPF2;RPL6;NLE1;MRPL22;RPS14;NOA1;RRS1
Positive Regulation Of Defense Response (GO:0031349)	30/124	4.69568392229191E-6	5.059885748459916E-4	0	0	2.857317891731214	35.05605257765664	CEBPA;GRN;TRADD;ETS1;TNF;PYCARD;LGALS2;LGALS1;CCL5;NFKBIZ;CASP1;CCL3;GSDMD;GBP5;AKIRIN2;MEF2C;PLA2G2A;OSM;NKG7;IL16;MAPK13;IFNG;POLR3C;IL1B;PDCD4;POLR3F;CD47;LCP1;S100A9;S100A8
Negative Regulation Of Programmed Cell Death (GO:0043069)	67/381	5.118701250217403E-6	5.356072126484541E-4	0	0	1.9224506044455998	23.420465599029406	PRR5;GSK3B;DDX3X;HSPB1;CIB1;TRIAP1;UBE2Z;PHB2;IFIT3;IGF1R;CCND2;HMGN5;CFL1;MLST8;CD38;CTSH;PIM3;TMEM14A;IER3;GPX4;RPS3A;TMBIM4;PHIP;ANGPTL4;NUPR1;FXN;CD44;BIRC3;LTF;RPL10;BCL2A1;GSTP1;LEF1;PIK3R1;MTDH;HSP90B1;HSPD1;SOCS2;DPP8;BAG1;MCL1;HSPA9;CD74;PRELID1;NPM1;HSPA5;ANGPT1;SEMA4D;AZU1;DHRS2;NFKB1;VEGFA;AHI1;DAB2;IL6;DNAJA3;ALB;BCL3;IL2RB;PPT1;BCL2;ERCC5;NAA16;EVI2B;HSPA1B;HSPA1A;MAD2L1
Cellular Response To Cytokine Stimulus (GO:0071345)	57/308	5.287715508366333E-6	5.356072126484541E-4	0	0	2.042902501668453	24.821519238857494	GSK3B;GSK3A;IFITM2;TRADD;CIB1;MYLK3;IL27RA;PYCARD;ZC3H12A;ANKRD1;CASP1;CTSG;JAK2;HLA-DPA1;GBP5;MME;DUSP1;DAPK3;FOXH1;RPL13A;CDC34;IL1B;IRF5;CD47;SOS1;TNFRSF21;IFNAR1;CEBPA;SELPLG;EBI3;TCF7;LEF1;STK39;CXCR4;GATA3;AIF1;ZFP36L2;SBNO2;CCL5;CCL4;RPS3;CCL3;IL12RB1;GBP2;IL12RB2;CCR1;EGR1;CCL22;STAT1;LILRB4;NFKB1;MAPK13;IL6;LRCH1;IL2RB;PTPN6;RBMX
protein-RNA Complex Assembly (GO:0022618)	34/150	5.334250193873241E-6	5.356072126484541E-4	0	0	2.626165717943838	31.88522925182974	RPL5;HSP90AB1;RPL10;DDX1;RPLP0;RPL11;RPS27L;RPF2;PRPF19;RPL6;RPS14;SART1;SNRPD1;RRS1;SNRPD3;ZRSR2;HSP90AA1;NCBP1;RPS5;PTGES3;RPSA;RPL23A;LSM4;NLE1;WDR77;NUDT21;EIF3L;EIF3I;EIF3G;LUC7L3;SNRPF;EIF3F;EIF3C;SNRPB
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	46/232	6.587855767347259E-6	6.467810395586709E-4	0	0	2.220563091302861	26.491945297255956	SLC35B2;ECM1;GSTP1;DDX1;TRADD;PPM1N;IFIT5;HSPB1;TNFAIP3;NLRC3;CXXC5;LITAF;TNF;MTDH;PYCARD;AKAP13;LGALS1;TBK1;UBD;ZC3H12A;MIER1;TIFA;CASP1;TRIM68;BRD4;CD74;TRIM62;NDFIP1;SPHK2;STAT1;MIB2;RHOC;LIME1;LILRB4;BST2;IL1B;S100A4;RBCK1;ALPK1;ZMYND11;SQSTM1;HLA-DRB1;TMEM106A;CARD11;BIRC3;LTF
Leukocyte Aggregation (GO:0070486)	6/7	6.882745588703374E-6	6.610428263237283E-4	0	0	53.355764473033155	634.2129165165087	SEMA4D;IL1B;RAC2;S100A9;CD44;S100A8
