Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cardiac Muscle Cell Contraction (GO:0086003)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	KCNE1;CACNA2D1;CACNA1D;SCN5A;KCNJ2;SCN1B
Dendritic Cell Migration (GO:0036336)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	CCR1;CXCR2;CCR7;CLU;PIK3CG;TRPM4
Heart Trabecula Morphogenesis (GO:0061384)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	FKBP1A;TGFBR3;NOG;S1PR1;NRG1;ENG
Intracellular Sodium Ion Homeostasis (GO:0006883)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	SLC12A2;TMPRSS4;SCNN1A;ATP1A4;ATP1A1;SLC9A1
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	HLA-DRB4;HLA-DRA;HLA-DOA;HLA-DQA1;HLA-DRB1;TAPBP
Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	CD6;TICAM1;HIF1A;TNF;MYD88;IL17RA
Positive Regulation Of Glycolytic Process (GO:0045821)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	P2RX7;PRKAA1;INSR;ZBTB20;IGF1;HIF1A
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	CD74;DAPK2;MOSPD2;CCR7;NCKAP1L;TIRAP
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	PPP1R15A;PTPRC;FCRL3;ITGA1;MAGI2;CALM1
Regulation Of Lymphocyte Proliferation (GO:0050670)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	LST1;TNFSF8;TNFRSF1B;ZNF335;IKZF3;CD22
Response To Axon Injury (GO:0048678)	6/18	0.018313652899229593	0.13039766858842625	0	0	3.5156752411575565	14.063082194722128	DHFR;MORN4;FLRT3;SARM1;NREP;MAPK8IP3
Cellular Response To Interleukin-6 (GO:0071354)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	PTPRT;SBNO2;SELPLG;SPI1;SRC;ST3GAL6;ST18
Entrainment Of Circadian Clock By Photoperiod (GO:0043153)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	PER1;BHLHE40;FBXL17;CRY1;SIK1;TP53;PML
Negative Regulation Of Actin Filament Polymerization (GO:0030837)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	VIL1;KANK1;SCIN;HIP1R;MYADM;SLIT2;SSH1
Protein Localization To Cell Junction (GO:1902414)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	TJP1;NLGN1;PCLO;NPHS1;DLG4;MARVELD3;PAK2
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	LATS1;SMAD3;SMURF2;ITGA3;ZNF703;NREP;ENG
Regulation Of Interleukin-4 Production (GO:0032673)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	SLC7A5;FCER1G;LEF1;RARA;GATA3;LGALS9;HLA-DRB1
Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	ZFP36;CNOT7;RC3H1;PABPC1;TOB1;ZFP36L2;ZFP36L1
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	7/23	0.018615611859144135	0.13074876048954076	0	0	3.0767490952955368	12.25701367849489	LYN;APLP2;TNFAIP3;NR1D1;LILRA2;TIRAP;APPL1
Cell-Cell Junction Organization (GO:0045216)	15/68	0.01872182775588972	0.13074876048954076	0	0	1.9925487300874516	7.926488714975189	SMAD3;TGFB3;CDH7;CDH6;GJC1;TJP1;CDH3;CDH10;MARVELD3;MYADM;CDH13;DCHS1;TLN2;CDH17;CDH18
Axonal Transport (GO:0098930)	10/39	0.01872630815049002	0.13074876048954076	0	0	2.426148037092565	9.650794476968768	RAB21;BLOC1S6;DST;DCTN1;APEX1;TMEM108;MAPT;HIF1A;AP3B2;HDAC6
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	10/39	0.01872630815049002	0.13074876048954076	0	0	2.426148037092565	9.650794476968768	KANK1;JAG1;FZD4;GCNT2;FBLN1;PLG;ACTN4;WNT1;THBS1;AJAP1
Positive Regulation Of Lymphocyte Differentiation (GO:0045621)	10/39	0.01872630815049002	0.13074876048954076	0	0	2.426148037092565	9.650794476968768	XBP1;SMARCB1;SPI1;PRKDC;ZMIZ1;AXL;INPP5D;NCKAP1L;GATA3;ARID1A
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	10/39	0.01872630815049002	0.13074876048954076	0	0	2.426148037092565	9.650794476968768	PTPN1;RELN;PTPRC;RAP2B;ERBB3;DLG4;MVP;NOX4;LRP8;LILRB4
Regulation Of Protein Binding (GO:0043393)	23/118	0.01907509749354078	0.13298555301756151	0	0	1.7059064090821956	6.754317372617058	GSK3B;HDAC5;TCF7L2;CDKN1A;RALB;DTX3L;LRP1;PLK1;HIP1R;TMC8;AURKB;STK3;ADD2;HIPK2;DNAJB2;FKBP1A;DAB2;GNL3L;CFHR1;RAPGEF2;LDLRAP1;B2M;MARK2
Small GTPase Mediated Signal Transduction (GO:0007264)	22/112	0.0198073952269961	0.13788540903554727	0	0	1.7221862639338368	6.753897724368731	CDKN1A;RALB;RGS19;KSR1;RASGRF1;IGF1;RASGRP4;PLD2;RASGRP3;TIAM2;ARHGAP33;ARHGAP32;ARHGAP31;DOK3;ORC3;RAPGEF1;KRIT1;PLCE1;RAPGEF2;NUCB1;TP53;RAPGEF3
Regulation Of Protein Modification Process (GO:0031399)	11/45	0.01995852690574035	0.13852520603123644	0	0	2.2765629812134276	8.91069246280585	LYN;PPP1R16B;SPRED2;SPRED1;CADM4;STAT2;SESN2;HSPB1;IGF1;FNIP2;PTK2
Regulation Of Telomerase Activity (GO:0051972)	11/45	0.01995852690574035	0.13852520603123644	0	0	2.2765629812134276	8.91069246280585	PIF1;PKIB;TNIP1;SRC;TNKS;MYC;POT1;NEK2;TP53;AURKB;MAPK3
Cellular Response To Glucose Stimulus (GO:0071333)	9/34	0.020528579127591002	0.14143253778920575	0	0	2.5324587525150903	9.840975825591979	ERN1;PRKAA1;XBP1;PTPRN;UCP2;ZBTB20;AGER;SLC39A14;SOX4
Membrane Protein Proteolysis (GO:0033619)	9/34	0.020528579127591002	0.14143253778920575	0	0	2.5324587525150903	9.840975825591979	APH1A;PSENEN;ADAM19;BACE1;HM13;ERAP1;DAG1;ADAM9;MYH9
Negative Regulation Of JNK Cascade (GO:0046329)	9/34	0.020528579127591002	0.14143253778920575	0	0	2.5324587525150903	9.840975825591979	PER1;SH3RF2;DUSP3;NCOR1;MECOM;MARVELD3;DUSP19;HIPK3;ANKS1B
Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)	9/34	0.020528579127591002	0.14143253778920575	0	0	2.5324587525150903	9.840975825591979	KANK1;ITGA3;KCTD10;CCDC125;STMN1;TNFAIP1;FBP1;MET;ARHGAP35
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	9/34	0.020528579127591002	0.14143253778920575	0	0	2.5324587525150903	9.840975825591979	P2RX7;PRKAA1;IRS1;AKT2;INSR;ZBTB20;IGF1;HIF1A;GPLD1
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	86/557	0.020651101496825027	0.14206743059139335	0	0	1.2917045799211404	5.011796486760051	CIITA;CITED2;CHD8;RORA;BRCA1;FOXM1;ELK1;TNF;ETS1;MED12;YY1;HHEX;MECOM;ZMIZ1;MYC;CHEK2;CREB3L2;RUVBL1;NOS1;BTRC;SOX4;NKX3-1;MED1;DTX3L;ARID1A;RUNX3;RUNX2;SUPT7L;HCFC1;KAT2A;NR5A2;ELF4;ZNF318;RARA;PLCB1;PPARA;TP53;ATF4;PPARD;GCM1;PRKAA1;KMT2A;WBP2;LEF1;GATA3;PRDM11;RNF4;HIF1A;NPAS3;ATXN7;BRD8;APOE;TBL1X;WNT1;PPARGC1A;RREB1;BRD4;ARNT2;CD74;SMAD3;FZD4;TGFB3;PYHIN1;USP22;ATAD2;HMGA2;NFATC1;NR1D1;PBX4;IGF1;HNRNPAB;ESR1;FLI1;GATAD2B;GATAD2A;HIPK2;COL1A1;MLLT11;CD4;MAFB;TFAP4;NFIB;BCL3;TCF4;HLA-DRB1;MAP3K12
Cholesterol Transport (GO:0030301)	12/51	0.020736167396196974	0.14244315870691548	0	0	2.165375317671853	8.392725978145565	SCARB1;LIMA1;NPC1;SOAT1;AKR1C1;LIPG;APOC1;APOE;LDLRAP1;CLU;LDLR;TSKU
Cellular Response To Tumor Necrosis Factor (GO:0071356)	23/119	0.020940434212399394	0.14363541238358413	0	0	1.6880395926075813	6.52608486200944	CCL22;ACTN4;GATA3;TNFRSF11A;NR1D1;BRCA1;TNFRSF1B;TNF;ZFP36L2;ST18;ZFP36L1;TNFRSF1A;NFKBIA;ZFP36;TRAF4;CCL4;CCL3;RIPK1;ARHGEF2;CACTIN;CARD14;TP53;NKX3-1
Protein Polymerization (GO:0051258)	14/63	0.02130909988438024	0.14595017461073317	0	0	2.011175115207373	7.7402509296438256	WAS;COBL;VIL1;PREX1;DIAPH1;DIAPH3;UBE2S;ZNF207;SPIRE2;CASQ1;MAPT;FGF13;TRIM32;GAS7
Positive Regulation Of Cellular Component Organization (GO:0051130)	22/113	0.021789095991686235	0.14901957755717574	0	0	1.703163341512856	6.51689158885679	PPP1R15A;GSK3B;LRP1;TGFB3;DCTN1;INSR;NRG1;RHOC;CLU;TNF;SPIDR;TIRAP;DAB2;CHAF1B;BCL2L11;GNL3L;RELN;CDC42EP2;APOE;FNIP2;RAPGEF3;TRABD2A
Chondrocyte Differentiation (GO:0002062)	8/29	0.02220929618196149	0.15089469052689067	0	0	2.679385511243918	10.201075297761255	NFIB;CREB3L2;HMGA2;SULF1;SLC39A14;GPLD1;SOX5;SULF2
Positive Regulation Of Calcium Ion Transport (GO:0051928)	8/29	0.02220929618196149	0.15089469052689067	0	0	2.679385511243918	10.201075297761255	CCR1;CXCL12;WFS1;CCL4;CCL3;CACNA1D;LILRA2;MYLK
Positive Regulation Of Viral Genome Replication (GO:0045070)	8/29	0.02220929618196149	0.15089469052689067	0	0	2.679385511243918	10.201075297761255	LARP1;CNOT7;NR5A2;PDE12;TMEM39A;ADARB1;PABPC1;PPARA
Regulation Of Developmental Growth (GO:0048638)	8/29	0.02220929618196149	0.15089469052689067	0	0	2.679385511243918	10.201075297761255	GHR;LATS1;GSK3B;MBD5;INSR;EPPK1;APOE;PLCB1
Aortic Valve Development (GO:0003176)	10/40	0.02225680557151658	0.15089469052689067	0	0	2.3451422436929685	8.923518219866873	ROBO2;JAG1;TIE1;NFATC1;GATA3;SLIT2;SMAD6;TNFRSF1B;ROBO1;TNFRSF1A
Protein Localization To Chromosome (GO:0034502)	10/40	0.02225680557151658	0.15089469052689067	0	0	2.3451422436929685	8.923518219866873	MMS22L;PARP3;TNKS;MCM9;LEF1;PLK1;TINF2;TPP1;ESR1;IFFO1
Monoatomic Ion Transport (GO:0006811)	21/107	0.02263923149443017	0.15132489624861695	0	0	1.7200650749019644	6.515728578149879	SLC12A2;SLC24A4;SLC20A1;ATP1A4;MCOLN1;SLC8A2;SLC9A1;LASP1;SLC9A7;P2RX1;PIEZO2;SLC17A5;PIEZO1;SLC26A7;SLC17A7;PLP2;SLC12A6;SLC12A7;SLC25A22;TRPM3;SLC26A6
Positive Regulation Of Autophagy (GO:0010508)	21/107	0.02263923149443017	0.15132489624861695	0	0	1.7200650749019644	6.515728578149879	PLK3;GSK3B;GSK3A;SETD2;PRKAA1;NPRL3;TSC2;TICAM1;MEFV;MID2;TPCN1;TRIM8;LARP1;SESN1;SESN2;TRIM68;ULK2;ATF6;TRIM65;TRIM32;TRIM22
MHC Class II Protein Complex Assembly (GO:0002399)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	HLA-DRB4;HLA-DRA;HLA-DOA;HLA-DQA1;HLA-DRB1
T Cell Proliferation (GO:0042098)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	LMBR1L;CADM1;CRTAM;LILRB1;PIK3CG
Contractile Actin Filament Bundle Assembly (GO:0030038)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	ITGB5;SRC;ZYX;SORBS1;TNFAIP1
Mammary Gland Epithelium Development (GO:0061180)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	LATS1;WNT7B;AKT2;ZNF703;EPHA2
Microvillus Assembly (GO:0030033)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	SLC9A3R1;RAP2B;MINK1;RAPGEF2;FXYD5
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	HLA-DRB4;HLA-DRA;HLA-DOA;HLA-DQA1;HLA-DRB1
Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	SEMA5A;HSPB1;MET;FGFR1;LGMN
Regulation Of Carbohydrate Catabolic Process (GO:0043470)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	SCARB2;PPP1R3B;HIF1A;SLC2A6;ZBTB7A
Regulation Of Leukocyte Activation (GO:0002694)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	LYN;CD74;CD84;MYO18A;CD200
Regulation Of Microglial Cell Activation (GO:1903978)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	PTPRC;SYT11;SPHK1;NR1D1;LDLR
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	EIF4ENIF1;ZFP36;CNOT7;PABPC1;TOB1
Stress Fiber Assembly (GO:0043149)	5/14	0.022773135305478052	0.15132489624861695	0	0	3.9054060086603277	14.77092394771183	ITGB5;SRC;ZYX;SORBS1;TNFAIP1
Homotypic Cell-Cell Adhesion (GO:0034109)	11/46	0.023362346404667434	0.15454646419164772	0	0	2.211391749611645	8.307379882160248	RAP2B;MEGF10;UBASH3B;PLEK;CDHR2;GNAS;TYRO3;HSPB1;MYH9;CDHR5;PIK3CG
Fc-gamma Receptor Signaling Pathway (GO:0038094)	7/24	0.02352224935965224	0.15454646419164772	0	0	2.895598287565931	10.857939142198633	LYN;HCK;FCER1G;SRC;LIMK1;PTK2;PLD2
Amyloid Fibril Formation (GO:1990000)	7/24	0.02352224935965224	0.15454646419164772	0	0	2.895598287565931	10.857939142198633	BACE1;FKBP1A;SERF1A;RIPK1;MAPT;TARDBP;B2M
Photoperiodism (GO:0009648)	7/24	0.02352224935965224	0.15454646419164772	0	0	2.895598287565931	10.857939142198633	PER1;BHLHE40;FBXL17;CRY1;SIK1;TP53;PML
Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)	7/24	0.02352224935965224	0.15454646419164772	0	0	2.895598287565931	10.857939142198633	SLC7A5;LAPTM5;LILRB1;IRF5;TNFRSF1B;TNF;TRPM4
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	7/24	0.02352224935965224	0.15454646419164772	0	0	2.895598287565931	10.857939142198633	GCNT2;MYADM;FLOT2;AGER;TNF;CD44;MAP2K5
Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314)	7/24	0.02352224935965224	0.15454646419164772	0	0	2.895598287565931	10.857939142198633	FKBP1A;JPH4;GSTM2;JPH2;DMD;NOS1;CALM1
Response To Purine-Containing Compound (GO:0014074)	7/24	0.02352224935965224	0.15454646419164772	0	0	2.895598287565931	10.857939142198633	P2RX7;ADORA2A;P2RY1;ENPP1;TLR7;CLU;DUOX2
Response To Endoplasmic Reticulum Stress (GO:0034976)	22/114	0.02392058471091934	0.15489570831006733	0	0	1.684553960883636	6.288466730093057	PPP1R15A;GSK3B;XBP1;ATF6B;WFS1;RASGRF1;ITPR1;ATP2A3;ATP2A2;PIK3R2;RNF5;THBS1;SCAMP5;ERN1;BCL2L11;CREB3L1;CREB3L2;BCL2;HYOU1;ATF6;TP53;ATF4
Positive Regulation Of B Cell Activation (GO:0050871)	12/52	0.023990472000770684	0.15489570831006733	0	0	2.1111200644641417	7.874685843680196	SASH3;CD74;XBP1;SPI1;PTPRC;FCRL3;INPP5D;CLCF1;TLR9;BCL2;NCKAP1L;TIRAP
Positive Regulation Of Telomere Maintenance (GO:0032206)	12/52	0.023990472000770684	0.15489570831006733	0	0	2.1111200644641417	7.874685843680196	YY1;PKIB;TNIP1;PPP1R10;TNKS;RUVBL1;TINF2;POT1;NEK2;AURKB;PML;MAPK3
Regulation Of Protein Localization To Nucleus (GO:1900180)	12/52	0.023990472000770684	0.15489570831006733	0	0	2.1111200644641417	7.874685843680196	LATS1;GSK3B;NGFR;TCF7L2;WWTR1;DTX3L;PYHIN1;SESN2;PLK1;ATP13A2;GLUL;LILRB4
Regulation Of Proteolysis (GO:0030162)	12/52	0.023990472000770684	0.15489570831006733	0	0	2.1111200644641417	7.874685843680196	CYFIP2;CST3;SERPINE2;PLK1;RHOBTB3;PLAT;BTRC;CLN8;FGFR4;TRIM32;TBC1D10A;HDAC6
Cortical Actin Cytoskeleton Organization (GO:0030866)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	FMNL3;NCKAP1;FMNL1;PLEK;NCKAP1L;TNF
Glycogen Metabolic Process (GO:0005977)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	GSK3B;PYGB;GYS1;GAA;PYGM;NR1D1
Interleukin-1-Mediated Signaling Pathway (GO:0070498)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	RPS6KA4;IL1RAP;PLCB1;ST18;MYD88;MAPK3
Mitotic Sister Chromatid Cohesion (GO:0007064)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	NAA50;MAU2;ESCO1;NPC1;ESCO2;PDS5A
Positive Regulation Of Axon Extension (GO:0045773)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	SEMA5A;SEMA7A;RUFY3;LIMK1;MAPT;MEGF8
Regulation Of Behavior (GO:0050795)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	MBD5;RELN;CCL3;NR1D1;APOE;STRA6
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	CREB3L1;NOG;NPTN;SULF1;THBS1;SULF2
Regulation Of Neuroinflammatory Response (GO:0150077)	6/19	0.02400585475091894	0.15489570831006733	0	0	3.2450531783329213	12.102288012578544	SPHK1;IGF1;NR1D1;NUPR1;TNFRSF1B;TNF
Neutral Amino Acid Transport (GO:0015804)	9/35	0.024663671443654146	0.15870241404871263	0	0	2.4349171954805757	9.015095642879349	SLC7A5;SLC7A6;SLC43A2;SLC7A8;SLC43A1;SLC38A7;SLC38A6;SLC1A5;SLC7A11
Regulation Of Axon Extension (GO:0030516)	9/35	0.024663671443654146	0.15870241404871263	0	0	2.4349171954805757	9.015095642879349	GSK3B;SEMA7A;PTPRS;CDKL5;SEMA3A;RUFY3;LIMK1;APOE;MAPT
Positive Regulation Of Viral Process (GO:0048524)	10/41	0.026245363625614037	0.16841675039865908	0	0	2.269362630512701	8.26108346515112	LARP1;CNOT7;NR5A2;AXL;PDE12;TYRO3;TMEM39A;ADARB1;PABPC1;PPARA
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	10/41	0.026245363625614037	0.16841675039865908	0	0	2.269362630512701	8.26108346515112	KCNJ5;KCNE1;KCND3;CACNA2D1;KCNQ1;CACNA1D;SCN5A;KCNJ2;SCN1B;TRPM4
Positive Regulation Of Synaptic Transmission (GO:0050806)	16/77	0.026501685739928112	0.1690361447000426	0	0	1.846544675108165	6.703967110897412	NLGN1;CLSTN2;GRIK2;FOXM1;TNF;AGER;SLC8A2;RIMS2;CACNG8;GRIN2A;RELN;DLG4;APEX1;NPTN;VAMP2;LGMN
Inflammatory Response (GO:0006954)	40/236	0.026525105058966793	0.1690361447000426	0	0	1.439548924704356	5.225078380984864	HDAC5;CIITA;C5AR2;C5AR1;ITGB2;PIK3CD;GATA3;ADCY1;MEFV;ITGAL;AIF1;TNF;AGER;THBS1;LTB4R;PIK3CG;TBXA2R;ORC3;CXCR2;CCL4;CCL3;CCR7;LGALS9;HNRNPA0;CCR1;GGT5;PLA2G2D;CCL22;PLA2G4C;PPBP;HSPG2;TNFRSF1A;ADORA2A;ELF3;REL;NOX4;TAB2;SIGLEC1;TLR5;CD44
Positive Regulation Of Locomotion (GO:0040017)	8/30	0.027068438552452095	0.1690361447000426	0	0	2.5574489870547796	9.23082276609243	AKT2;SPOCK2;CCR7;THBS1;BVES;TRIM32;PPM1F;DUOX2
Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	8/30	0.027068438552452095	0.1690361447000426	0	0	2.5574489870547796	9.23082276609243	HDAC5;STARD13;SRPX2;TBXA2R;MMRN2;HMOX1;THBS1;MAP2K5
Regulation Of Interleukin-2 Production (GO:0032663)	11/47	0.027170459626656603	0.1690361447000426	0	0	2.149841141987739	7.751520836417731	ZFP36;CD4;PTPRC;NAV3;HOMER2;PDE4B;LAPTM5;TNFAIP3;CD34;LILRB4;CARD11
Regulation Of Wound Healing (GO:0061041)	11/47	0.027170459626656603	0.1690361447000426	0	0	2.149841141987739	7.751520836417731	VIL1;KANK1;CADM4;ALOX5;TNFAIP3;NRG1;EPPK1;DUOX2;PTK2;MYLK;AJAP1
Rap Protein Signal Transduction (GO:0032486)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	RAP2B;RAPGEF1;RAPGEF2;RAPGEF3
Actin Filament Depolymerization (GO:0030042)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	VIL1;CFL2;MICAL1;MICAL2
Basement Membrane Organization (GO:0071711)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	FLRT2;HMCN1;NID1;MLF2
calcineurin-NFAT Signaling Cascade (GO:0033173)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	NFAT5;PPP3CA;PPP3R1;NFATC1
Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	PLK3;PRKDC;RFWD3;TP53
Monoamine Transport (GO:0015844)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	SLC22A2;SLC29A4;SLC18A1;SLC29A3
Negative Regulation Of Activated T Cell Proliferation (GO:0046007)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	CRTAM;RC3H1;LGALS9;LILRB4
Negative Regulation Of Interferon-Beta Production (GO:0032688)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	YY1;PTPRS;REL;LILRB1
Negative Regulation Of Sprouting Angiogenesis (GO:1903671)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	ALOX5;CREB3L1;E2F2;THBS1
Phosphate Ion Transmembrane Transport (GO:0035435)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	SLC37A2;SLC20A1;SLC37A3;XPR1
Positive Regulation Of B Cell Differentiation (GO:0045579)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	XBP1;SPI1;INPP5D;NCKAP1L
Positive Regulation Of Actin Filament Depolymerization (GO:0030836)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	SEMA5A;VIL1;CFL2;PLEK
Positive Regulation Of Cholesterol Metabolic Process (GO:0090205)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	PRKAA1;APOE;LDLRAP1;SREBF2
Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901030)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	GSK3B;GSK3A;HIP1R;GZMB
Positive Regulation Of Protein Depolymerization (GO:1901881)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	SEMA5A;VIL1;PLEK;KATNB1
Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	SERPINF2;LGALS9;THBS1;CD200
Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel (GO:1902514)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	CACNB1;SESTD1;CACNA2D1;NOS1
Regulation Of Phagocytosis, Engulfment (GO:0060099)	4/10	0.027209110081045765	0.1690361447000426	0	0	4.685408299866131	16.887164676134034	C3;RAB31;APLP2;NCKAP1L
mRNA Stabilization (GO:0048255)	12/53	0.027604337409262988	0.17122704620471568	0	0	2.05951140897388	7.393197738709334	EIF4ENIF1;ZFP36;RBM47;LARP1;IREB2;IGF2BP3;PABPC1;TARDBP;ELAVL1;TIRAP;MYD88;HNRNPA0
Positive Regulation Of Protein Binding (GO:0032092)	13/59	0.027671579078829642	0.17122704620471568	0	0	1.9888544240576205	7.134715761721527	GSK3B;TCF7L2;RALB;DTX3L;LRP1;HIP1R;ADD2;STK3;HIPK2;FKBP1A;RAPGEF2;APOE;B2M
Positive Regulation Of Proteolysis (GO:0045862)	13/59	0.027671579078829642	0.17122704620471568	0	0	1.9888544240576205	7.134715761721527	CYFIP2;PLK1;TNFRSF1B;TNF;TNIP1;ADAM9;APOE;BTRC;FGFR4;TRIM32;TBC1D10A;GPLD1;SH3D19
Regulation Of Interleukin-1 Beta Production (GO:0032651)	17/84	0.028754809572710843	0.1728222091185845	0	0	1.7863628968600678	6.339713024829963	CX3CR1;PYHIN1;HSPB1;TNFAIP3;IGF1;LILRA2;MEFV;TNF;LILRB4;P2RX7;IFI16;ELF4;CCL3;CCR7;LGALS9;TMEM106A;MYD88
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	27/149	0.028815974178601936	0.1728222091185845	0	0	1.5594968336135346	5.531262959825591	SPI1;GFI1;SETD6;CEBPG;TNFAIP3;ARRB1;ARRB2;SUFU;E2F2;BTRC;MAP2K5;TCF7L2;WFS1;PTCH1;PROX1;TBX6;ESR1;MTURN;NFKBIA;PARP10;BCL3;BHLHE40;TLR9;SIK1;NUPR1;CACTIN;CD200
