Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	33/232	1.9871365399110812E-12	5.666952114273693E-10	0	0	5.0046922308704405	134.8480611908272	IFIT5;TNFAIP3;NOD1;CX3CL1;TRIM5;TIFA;TNFSF10;CASP1;TRIM25;HMOX1;LGALS9;TRIM21;TRIM22;APOL2;CD74;TICAM2;RIOK3;STAT1;SHISA5;TRAF1;ESR1;BST2;PPM1A;TNIP1;F2RL1;RBCK1;TRIM38;SQSTM1;OPTN;HLA-DRB1;MYD88;BIRC3;TRIM34
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	12/26	1.080239191353026E-11	2.8239252860620356E-9	0	0	25.28113413304253	638.3803275913181	HLA-DMA;HLA-DMB;HLA-DRB4;HLA-DRA;IFI30;HLA-DOA;HLA-DRB3;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1;LGMN
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	11/21	1.3614191465064818E-11	3.285209125069872E-9	0	0	32.40137195121951	810.6793575139745	ERAP2;ERAP1;HLA-B;TAP2;HLA-C;TAP1;HLA-DRA;HLA-A;HLA-F;HLA-DRB1;HLA-E
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	12/28	3.2005071244509586E-11	7.1714220352876125E-9	0	0	22.118702290076335	534.5012443695931	HLA-DMA;HLA-DMB;HLA-DRB4;HLA-DRA;IFI30;HLA-DOA;HLA-DRB3;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1;LGMN
Positive Regulation Of Cytokine Production (GO:0001819)	37/320	4.900367454710362E-11	1.0248301803617604E-8	0	0	3.9533905434965506	93.85003556669214	CD274;CEBPB;FLT4;NOD1;C3;IFIH1;DHX58;CASP1;HMOX1;FFAR2;TNFRSF14;LGALS9;JAK2;HAVCR2;HLA-DPA1;GBP5;CD74;RAB2B;ANXA1;TICAM2;BTN3A1;IL1R1;EIF2AK2;ISG15;HLA-A;BTN3A2;HLA-E;SLC7A5;KAT2A;DDIT3;IRF1;IRF7;F2RL1;HPSE;TLR4;TLR3;MYD88
MHC Class II Protein Complex Assembly (GO:0002399)	9/14	8.34050674120402E-11	1.5390688027739418E-8	0	0	52.872948328267476	1227.0390107557678	HLA-DMA;HLA-DRB4;HLA-DMB;HLA-DRA;HLA-DOA;HLA-DRB3;HLA-DQA1;HLA-DRB1;HLA-DPA1
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	9/14	8.34050674120402E-11	1.5390688027739418E-8	0	0	52.872948328267476	1227.0390107557678	HLA-DMA;HLA-DRB4;HLA-DMB;HLA-DRA;HLA-DOA;HLA-DRB3;HLA-DQA1;HLA-DRB1;HLA-DPA1
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	49/525	8.857967168242998E-11	1.5437468337099047E-8	0	0	3.141038454216638	72.70599001606571	FLT4;IFIT5;IFI35;FGF2;CX3CL1;TRIM5;TNFSF10;CASP1;TRIM25;LGALS9;JAK2;TRIM21;TRIM22;IL11;TICAM2;VWF;SHISA5;RUNDC3A;PPM1A;DDIT3;DOK6;RBCK1;NUPR1;TLR4;TLR3;BIRC3;TRIM56;NOD1;THBS1;CCL5;TIFA;HMOX1;APOL2;LYN;NTRK2;CD74;IGF2;LIF;EIF2AK2;IGF1;VEGFA;BST2;F2RL1;HPSE;TRIM38;FGFR3;HLA-DRB1;MYD88;TRIM34
Positive Regulation Of Type I Interferon Production (GO:0032481)	16/64	2.1582265478849534E-10	3.563345621429E-8	0	0	9.874551971326165	219.77359879139473	RAB2B;TICAM2;RIOK3;STAT1;ISG15;IFIH1;OAS1;OAS2;IRF1;OAS3;DHX58;IRF7;TLR4;TLR3;MYD88;TRIM56
Positive Regulation Of T Cell Activation (GO:0050870)	20/107	3.449272523129672E-10	5.410183952528891E-8	0	0	6.8382810140524795	148.99033034572525	CD274;HLA-DRB4;VCAM1;ANXA1;HLA-A;PDCD1LG2;HLA-DMA;HLA-DMB;CCL5;HLA-DRA;CCL2;LGALS9;CD47;HLA-DOA;HLA-DRB3;JAK2;B2M;HLA-DQA1;HLA-DRB1;HLA-DPA1
Regulation Of Type II Interferon Production (GO:0032649)	18/87	4.6516134227326717E-10	6.948624431958281E-8	0	0	7.743283982045957	166.39261711311732	CD274;BTN3A1;IL1R1;ISG15;BTN3A2;HLA-A;PDCD1LG2;SLC7A5;DDIT3;F2RL1;LGALS9;CD47;JAK2;TLR4;TLR3;HLA-DRB1;HAVCR2;HLA-DPA1
Positive Regulation Of Defense Response (GO:0031349)	21/124	8.40428232563534E-10	1.198374257069003E-7	0	0	6.069163485527067	126.82797425409608	GSDMD;GBP5;MEF2C;GRN;RIOK3;PLA2G2A;IFI35;CX3CL1;NFKBIA;PLSCR1;TNIP1;CCL5;NFKBIZ;CASP1;IGF2BP1;CD47;TLR4;OPTN;TLR3;TRIM56;SNCA
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	25/175	8.816542974853621E-10	1.2024997961789482E-7	0	0	4.9800103842159915	103.82933752961985	IFIT5;NOD1;CX3CL1;TRIM5;TIFA;TNFSF10;CASP1;TRIM25;HMOX1;LGALS9;TRIM21;TRIM22;APOL2;CD74;TICAM2;SHISA5;BST2;PPM1A;F2RL1;RBCK1;TRIM38;HLA-DRB1;MYD88;BIRC3;TRIM34
Response To Interferon-Beta (GO:0035456)	11/29	1.0466044756391969E-9	1.367999266700067E-7	0	0	17.993309620596207	372.06052366464667	IFITM3;BST2;IFITM1;PLSCR1;IFITM2;PNPT1;CDC34;OAS1;STAT1;IRF1;XAF1
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	13/44	1.1256234808133792E-9	1.4124323437246282E-7	0	0	12.376738680082864	255.02181865599047	HLA-DRB4;HLA-DMA;HLA-DMB;CCL2;HAS2;HLA-DRA;CD47;HLA-DOA;HLA-DRB3;HLA-DQA1;CD44;HLA-DRB1;HLA-DPA1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	9/18	1.7964867679879664E-9	2.1675303812224042E-7	0	0	29.367781155015198	591.3917216921561	ERAP2;ERAP1;TAP2;TAP1;HLA-A;TAPBPL;IFI30;B2M;TAPBP
Antiviral Innate Immune Response (GO:0140374)	13/46	2.0749636182196596E-9	2.4108003223537303E-7	0	0	11.625428597905662	232.4309398663942	MORC3;MX1;EIF2AK2;IFIT1;USP18;IFIT3;IFIT2;IFIH1;CXCL10;OAS1;DHX58;IGF2BP1;TRIM25
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	9/19	3.312493381355378E-9	3.598085194766392E-7	0	0	26.429635258358662	516.0535517469564	HLA-DMA;HLA-DRB4;HLA-DMB;HLA-DRA;HLA-DOA;HLA-DRB3;HLA-DQA1;HLA-DRB1;HLA-DPA1
Cellular Response To Type II Interferon (GO:0071346)	15/66	3.326250259745788E-9	3.598085194766392E-7	0	0	8.6981234211476	169.79972239091336	GBP5;STAT1;CX3CL1;IRF1;CCL5;CASP1;CCL2;LGALS9;CD47;JAK2;GBP2;TLR4;GBP1;GBP4;HLA-DPA1
Regulation Of Interferon-Beta Production (GO:0032648)	13/50	6.398929069232816E-9	6.691146830061114E-7	0	0	10.36647656831143	195.5857148947359	MORC3;RIOK3;ISG15;RELB;IFIH1;OAS1;OAS2;IRF1;OAS3;IRF7;TLR4;TLR3;TRIM56
Positive Regulation Of Response To External Stimulus (GO:0032103)	22/155	1.0201783648508328E-8	1.03235468727002E-6	0	0	4.923937751355132	90.60391745527407	GSDMD;GBP5;GRN;RIOK3;PLA2G2A;IFI35;THBS1;CX3CL1;NFKBIA;PLSCR1;TNIP1;CCL5;NFKBIZ;CASP1;IGF2BP1;F2RL1;CD47;TLR4;OPTN;TLR3;TRIM56;SNCA
Negative Regulation Of Innate Immune Response (GO:0045824)	13/52	1.076873676426693E-8	1.0556727259220425E-6	0	0	9.833843017329256	180.41776765118203	GRN;USP15;STAT2;NLRC5;TNFAIP3;ISG15;DTX4;USP18;OAS1;OAS3;DHX58;SERPING1;TRIM21
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	20/130	1.1773127803771492E-8	1.11916066425549E-6	0	0	5.401995222706196	98.62663719033633	LYN;IL11;CD74;ITGB3;IGF2;LIF;IGF1;PARP14;PARP9;VEGFA;CCL5;ENPP2;PECAM1;PTK2B;TNFRSF14;ITGA5;JAK2;FGFR3;CD44;HES5
Regulation Of T Cell Activation (GO:0050863)	14/62	1.2166070243178104E-8	1.1224988927308739E-6	0	0	8.613769780500256	156.98263697779248	HLA-DRB4;KAT2A;HLA-DMA;HLA-DMB;CCL5;CCL2;HLA-DRA;CD47;HLA-DOA;HLA-DRB3;B2M;HLA-DQA1;HLA-DRB1;HLA-DPA1
Positive Regulation Of Interferon-Beta Production (GO:0032728)	11/36	1.4689055636171193E-8	1.3165590723048296E-6	0	0	12.95048780487805	233.57711072656312	IFIH1;OAS1;RIOK3;OAS2;IRF1;OAS3;IRF7;ISG15;TLR4;TLR3;TRIM56
Response To Lipopolysaccharide (GO:0032496)	22/159	1.6434380129408147E-8	1.43207362405426E-6	0	0	4.779177276070842	85.66144944534142	CD274;MEF2C;TICAM2;TNFAIP3;PDCD1LG2;CXCL2;CYP27B1;CXCL10;ZFP36;CXCL11;CASP7;TNIP1;CASP1;CCL2;LGALS9;NOS1;JAK2;GBP2;TLR4;MYD88;GBP3;SNCA
Immunoglobulin Mediated Immune Response (GO:0016064)	10/30	2.6138383484912434E-8	2.2161110538424408E-6	0	0	14.697869101978691	256.62275109537757	CD74;HLA-DMA;HLA-DMB;HLA-DRB4;HLA-DRA;HLA-DOA;HLA-DRB3;HLA-DQA1;HLA-DRB1;HLA-DPA1
Cellular Response To Lipopolysaccharide (GO:0071222)	19/124	2.9169960471654563E-8	2.408056999988957E-6	0	0	5.3693709582598474	93.15926485816733	LYN;CD274;MEF2C;TICAM2;TNFAIP3;PDCD1LG2;CXCL2;CXCL10;ZFP36;CXCL11;CASP7;TNIP1;CCL5;CASP1;CCL2;GBP2;TLR4;MYD88;GBP3
Positive Regulation Of Lymphocyte Activation (GO:0051251)	12/47	3.073944146444811E-8	2.472554560871121E-6	0	0	10.101461286804799	174.73224154246373	HLA-DMA;HLA-DMB;HLA-DRB4;TICAM2;CCL2;HLA-DRA;CD47;HLA-DOA;HLA-DRB3;HLA-DQA1;HLA-DRB1;HLA-DPA1
Regulation Of Innate Immune Response (GO:0045088)	15/78	3.736515861332276E-8	2.9303625642498375E-6	0	0	7.036955886649138	120.34972913715795	GBP5;RIOK3;ERAP1;TNFAIP3;IFI35;PARP9;DTX4;HLA-E;PLSCR1;IRF1;CCL5;DHX58;TRIM21;BIRC3;TRIM56
Interleukin-27-Mediated Signaling Pathway (GO:0070106)	5/5	4.065467798186773E-8	3.0383903780516496E-6	0	0	96665.0	1645059.6561267888	OAS1;OAS2;STAT1;MX1;OASL
Regulation Of Cytokine Production (GO:0001817)	22/167	4.067975641637529E-8	3.0383903780516496E-6	0	0	4.513616680032077	76.81063097360175	LYN;ANXA1;BTN3A1;TRIL;HLA-B;EIF2AK2;ISG15;BTN3A3;BTN3A2;DTX4;IFIH1;KAT2A;ALOX5;IRF7;IGF2BP1;LGALS9;CD47;IGF2BP2;TRIM21;ICOSLG;HLA-DRB1;TRIM56
Negative Regulation Of Viral Life Cycle (GO:1903901)	8/20	1.2959813820668588E-7	9.454636268706362E-6	0	0	19.545776428932726	309.9730951532952	IFITM3;BST2;CIITA;IFITM1;IFITM2;TRIM5;TRIM26;LY6E
Cellular Response To Cytokine Stimulus (GO:0071345)	30/308	1.6748361807923957E-7	1.1940820679876695E-5	0	0	3.2280925651943124	50.365927823090956	IFITM2;IFIT1;YBX3;CX3CL1;MT2A;ZFP36;CCL5;CASP1;HAS2;CCL2;LGALS9;JAK2;GBP2;GBP1;GBP4;HLA-DPA1;GBP3;CCR1;GBP5;PNPT1;MME;STAT1;PRLR;NFKBIA;CDC34;OAS1;WNK1;IRF1;CD47;TLR4
Cellular Response To Lipid (GO:0071396)	25/228	1.9296448082342834E-7	1.3451768363179882E-5	0	0	3.669643816276108	56.735481235972394	CD274;MGST1;TNFAIP3;CXCL2;SLC5A5;ZFP36;CASP7;CASP1;CCL2;PTK2B;FFAR2;GBP2;GBP3;LYN;MEF2C;TICAM2;TESC;PDCD1LG2;ESR1;FAM210B;CXCL10;CXCL11;TNIP1;TLR4;MYD88
Regulation Of Response To External Stimulus (GO:0032101)	18/127	2.2714091020502716E-7	1.5490022506808048E-5	0	0	4.891533905373121	74.82919504935474	GRN;ANXA1;IL1R1;ERAP1;USP18;CX3CL1;HERC5;CYLD;TRIM5;IRF1;ALOX5;DHX58;CASP1;IGF2BP1;F2RL1;JAK2;MYD88;BIRC3
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885)	5/6	2.372043364795257E-7	1.58321277348143E-5	0	0	146.01208459214502	2227.3185501775533	ERAP2;ERAP1;TAP2;TAP1;HLA-A
Positive Regulation Of Inflammatory Response (GO:0050729)	16/104	3.396468305210702E-7	2.1848002429905074E-5	0	0	5.374947633012149	80.0617772495265	GSDMD;GRN;PLA2G2A;C2CD4A;IFI35;CX3CL1;NFKBIA;TNIP1;NFKBIZ;CASP1;IGF2BP1;NUPR1;CD47;TLR4;TLR3;SNCA
Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	17/117	3.4126621583211624E-7	2.1848002429905074E-5	0	0	5.030169230769231	74.9022529006464	CD274;MEF2C;TICAM2;TNFAIP3;PDCD1LG2;CXCL2;CXCL10;ZFP36;CXCL11;CASP7;TNIP1;CASP1;CCL2;GBP2;TLR4;MYD88;GBP3
Defense Response To Bacterium (GO:0042742)	23/204	3.6023338478344077E-7	2.2601042561313075E-5	0	0	3.7790055248618786	56.06726733450285	GSDMD;CEBPB;PLA2G2A;ISG15;NOD1;HLA-A;HLA-E;ZNFX1;OAS1;OAS2;OAS3;LCN2;CASP1;TNFRSF14;RBCK1;GBP2;TLR4;GBP1;OPTN;TLR3;MYD88;GBP4;GBP3
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	8/23	4.6157681981234783E-7	2.839149968139873E-5	0	0	15.634193222053616	228.0812623370647	IFIH1;CYLD;OAS3;DHX58;TIFA;IRF7;TNFAIP3;TRIM25
Regulation Of Inflammatory Response (GO:0050727)	25/240	5.128839457251853E-7	3.094071034115205E-5	0	0	3.46265304643918	50.150352849611664	GRN;TNFAIP3;IFI35;USP18;CX3CL1;ALOX5;CCL5;NFKBIZ;CASP1;IGF2BP1;FFAR2;JAK2;SNCA;GSDMD;ANXA1;IL1R1;PLA2G2A;NFKBIA;CYLD;TNIP1;CD47;TLR4;TLR3;MYD88;BIRC3
Response To Interferon-Alpha (GO:0035455)	7/17	6.459506183842166E-7	3.8232963959835615E-5	0	0	20.494090909090907	292.09290738245255	IFITM3;BST2;IFITM1;IFITM2;MX2;LAMP3;EIF2AK2
Regulation Of Defense Response (GO:0031347)	15/97	7.366661072188432E-7	4.2794844043435395E-5	0	0	5.401111027981446	76.26979686065725	GRN;ANXA1;IL1R1;ERAP1;USP18;HERC5;CYLD;IRF1;ALOX5;DHX58;CASP1;IGF2BP1;JAK2;MYD88;BIRC3
Response To Interleukin-1 (GO:0070555)	14/85	7.834784444619981E-7	4.4686761459587054E-5	0	0	5.816448461057309	81.7764867716515	ANXA1;IL1R1;CX3CL1;IRAK2;CCL5;CCL2;HAS2;LGALS9;CD47;GBP2;GBP1;MYD88;GBP3;SNCA
Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	13/74	9.042883523680072E-7	5.065629573890069E-5	0	0	6.280042111595729	87.39380426625554	CD274;CD74;MEF2C;ANXA1;VCAM1;PDCD1LG2;TNFSF13B;HLA-E;HLA-DMB;CCL5;CD38;JAK2;HLA-DPA1
Negative Regulation Of Apoptotic Process (GO:0043066)	38/482	9.360961281293594E-7	5.1518132525294745E-5	0	0	2.5701528237299303	35.67769892829703	GRN;FLT4;IFI6;NDNF;DLL1;THBS1;IFIT3;CX3CL1;LAMP3;PDPN;PIM1;CCL2;CD38;PTK2B;PPARGC1A;SNCA;BNIP3L;NTRK2;CD74;MEF2C;ANXA1;EGR3;SIAH2;FZD9;IGF1;SOD2;PRLR;VEGFA;NR4A2;GDNF;CAT;FAS;ITGA5;NUPR1;CD44;LGMN;BCL2L1;BIRC3
Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)	7/18	1.0266186154338853E-6	5.552590683820859E-5	0	0	18.630027548209366	256.89392207286164	IFITM3;CIITA;IFITM1;IFITM2;TRIM5;TRIM26;LY6E
Negative Regulation Of Neuron Death (GO:1901215)	14/88	1.2095668721317942E-6	6.431205555724472E-5	0	0	5.579777327097388	76.02585109042198	NTRK2;MEF2C;GRN;CSF1;FZD9;NDNF;SOD2;GDNF;CCL2;PTK2B;FBXO7;PPARGC1A;SNCA;LGMN
Inflammatory Response (GO:0006954)	24/236	1.3310529361812737E-6	6.95918843466776E-5	0	0	3.366472020892632	45.546818699105295	CCR1;SERPINA3;CIITA;CEBPB;ANXA1;VCAM1;NOD1;CXCL2;THBS1;CX3CL1;RELB;NFKB2;CXCL10;IL1RL1;CXCL11;IRAK2;CCL5;BDKRB2;CCL2;LGALS9;TLR4;CD44;TLR3;APOL2
Positive Regulation Of T Cell Proliferation (GO:0042102)	12/65	1.368478967734269E-6	7.037571347184266E-5	0	0	6.664554227279274	89.98354942618899	CD274;ANXA1;HLA-DMB;VCAM1;CCL5;IGF2;PDCD1LG2;IGF1;JAK2;CD24;ICOSLG;HLA-DPA1
Positive Regulation Of Protein Phosphorylation (GO:0001934)	32/377	1.4263719200483908E-6	7.216981795470648E-5	0	0	2.773552436380235	37.33305991546506	CSF1;FLT4;ITGB3;FGF2;CX3CL1;C3;CCND1;ENPP2;PTK2B;TNFRSF14;NOS1;JAK2;SNCA;LYN;MAP2K3;IL11;CD74;NTRK2;RALBP1;IGF2;LIF;BMP8B;IGF1;MOB3B;VEGFA;MOB3C;PECAM1;FAS;WDFY2;ITGA5;HLA-DRB1;CD44
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	14/90	1.598538945441893E-6	7.959709002938441E-5	0	0	5.432376884017087	72.5027862357397	IL11;CD74;ITGB3;IGF2;LIF;IGF1;VEGFA;ENPP2;PECAM1;PTK2B;TNFRSF14;ITGA5;JAK2;CD44
Cytokine-Mediated Signaling Pathway (GO:0019221)	25/257	1.8221255671033429E-6	8.93126235000498E-5	0	0	3.2060707379954883	42.36984978135482	FOXO3;CXCL2;CX3CL1;OASL;IL1RL1;IRAK2;CCL5;CCL2;PTK2B;JAK2;CCR1;LYN;IL11;IL1R1;STAT1;MX1;TRAF1;PRLR;NFKBIA;CXCL10;CXCL11;OAS1;OAS2;MYD88;BIRC3
Positive Regulation Of MAPK Cascade (GO:0043410)	28/310	1.9494388035329686E-6	9.408291579512189E-5	0	0	2.960232632992597	38.921046950191915	FLT4;FGF2;THBS1;CX3CL1;ICAM1;TRIM5;CCL5;CCL2;PTK2B;LGALS9;CCR1;IL11;CD74;NTRK2;MEF2C;PLA2G2A;IGF2;LIF;EIF2AK2;IGF1;VEGFA;DOK6;F2RL1;CD24;TLR4;FGFR3;HLA-DRB1;CD44
Cellular Response To Tumor Necrosis Factor (GO:0071356)	16/119	2.1664841449658382E-6	1.0297364792057325E-4	0	0	4.588609010782515	59.846496710949346	STAT1;TRAF1;FOXO3;YBX3;CX3CL1;NFKBIA;ZFP36;CCL5;CCL2;HAS2;PTK2B;JAK2;GBP2;GBP1;BIRC3;GBP3
Positive Regulation Of Immune Response (GO:0050778)	13/80	2.2664492041709035E-6	1.0611718139528543E-4	0	0	5.71587019033274	74.29085778098025	GBP5;CD74;RSAD2;RIOK3;IFI35;PLSCR1;HLA-DMB;CCL5;F2RL1;HLA-DRA;LGALS9;HLA-DRB1;TRIM56
Positive Regulation Of Type II Interferon Production (GO:0032729)	11/58	2.856152705223444E-6	1.3176104465126387E-4	0	0	6.88070835495589	87.83936400549402	SLC7A5;IL1R1;F2RL1;ISG15;LGALS9;BTN3A2;HLA-A;JAK2;TLR4;TLR3;HLA-DPA1
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	12/70	3.1043663561212585E-6	1.3962598049954177E-4	0	0	6.088444327454593	77.21791856759084	TGFBR3;CYP27B1;CDKN2B;SPARC;STAT1;ALOX5;MARVELD3;KLF9;NUPR1;MCC;B2M;THBS1
Regulation Of Gene Expression (GO:0010468)	67/1127	3.1156578370952894E-6	1.3962598049954177E-4	0	0	1.9249858490566039	24.407030799593024	TRIM71;CSF1;JADE2;FGF2;CELSR2;YBX3;AFF1;LYL1;LAMP3;NFKBIZ;ITGB8;LGALS9;ICOSLG;TRIM22;HAVCR2;MEF2C;BTN3A1;TESC;BTN3A3;BTN3A2;PARP9;TAPBP;SLC7A5;KAT2A;PLSCR1;MYCN;DDIT3;ALPK2;TLR4;TLR3;MCM2;ZNF395;CEBPB;AHNAK;FOXO4;DLL1;CYP27B1;STC2;IGF2BP1;ZBED1;IGF2BP2;MBNL3;PPARGC1A;LYN;CCR1;RBM38;NTRK2;MSR1;CD74;DENND4A;AHNAK2;IGF2;TDRD7;IGF1;PARP14;ESR1;PML;NFKB2;KLF1;VEGFA;PARP10;GDNF;ADM2;BHLHE40;BMPR1B;MYD88;LGMN
Cellular Response To Type I Interferon (GO:0071357)	9/38	3.3116687056577536E-6	1.4631978492462498E-4	0	0	9.104706005659784	114.8837116838915	IFITM3;IFITM1;IFITM2;IFI27;STAT1;OAS2;STAT2;IFIT1;MYD88
Regulation Of Type I Interferon Production (GO:0032479)	11/59	3.406044160918748E-6	1.4839945184447377E-4	0	0	6.737010924796748	84.81869139434498	RAB2B;CYLD;TICAM2;IRF1;DHX58;IRF7;DTX4;XAF1;TRIM21;MYD88;TRIM56
Interferon-Mediated Signaling Pathway (GO:0140888)	10/49	4.033424959850483E-6	1.733267684801502E-4	0	0	7.529953557350818	93.52876005832573	IFITM3;IFITM1;IFITM2;IFI27;OAS2;STAT1;IRF1;STAT2;JAK2;MYD88
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	9/39	4.17869970402352E-6	1.771429861016457E-4	0	0	8.800759878419452	109.001903313738	USP15;TICAM2;RSAD2;DHX58;F2RL1;IFI35;DDX60;TLR3;OASL
