Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	34/98	3.607443307677768E-24	3.728784582572384E-22	0	0	14.297554347826088	771.7683000131217	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	35/112	4.2614867044659716E-23	4.037758652481508E-21	0	0	12.242083758937692	630.5877640326468	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;PABPC1;RPS24;RPS23
Selenoamino Acid Metabolism R-HSA-2408522	35/114	8.301213522187127E-23	7.260369057482127E-21	0	0	11.930913099132413	606.6040759969562	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;PAPSS2;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	34/108	1.36570578210213E-22	1.1091481958929441E-20	0	0	12.359008377241196	622.2167571356655	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
Influenza Viral RNA Transcription And Replication R-HSA-168273	34/137	6.19401773563238E-19	4.695065443609344E-17	0	0	8.865861463255218	371.7059657728617	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
Cell Cycle, Mitotic R-HSA-69278	67/523	7.748158876583695E-19	5.506035401672288E-17	0	0	4.061529282765738	169.37251938744757	TOP2A;BUB1B;MCM10;LMNB1;CDC20;TUBB6;TUBA1A;PTTG1;TUBB3;MYC;RCC1;MYBL2;FBXO5;PHLDA1;TMPO;BORA;TUBB;CDC25C;CKAP5;CCNA2;TUBB2A;DBF4;CCNE2;INCENP;MCM4;KIF2C;MCM6;DNA2;KIF20A;OPTN;CDCA5;CDCA8;NCAPG;HMMR;TYMS;CENPA;NCAPH;CCNB2;CCNB1;PRKAR2B;RAD21;POLD2;E2F1;E2F2;CEP192;RPS27A;BUB1;PLK4;CDKN2D;CDKN2C;UBE2I;RRM2;UBE2C;PLK1;TUBB4B;TUBB4A;ZWINT;DHFR;CENPE;POLA1;TPX2;UBE2S;CDK1;CENPN;NCAPD2;SPC24;MAD2L1
Influenza Infection R-HSA-168255	36/157	9.519477000218617E-19	6.366850205440333E-17	0	0	8.005858353384244	332.20931177713544	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;KPNA2;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23;SLC25A6
Cellular Response To Starvation R-HSA-9711097	35/153	3.1515731508760957E-18	1.990743706970067E-16	0	0	7.971398305084746	321.23643034311215	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;ATP6V1C2;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	35/167	6.03139380237821E-17	3.60931302805475E-15	0	0	7.120733316309159	265.93780252070263	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;PABPC1;RPS24;RPS23
Nervous System Development R-HSA-9675108	65/545	1.0139610252641888E-16	5.764368428626914E-15	0	0	3.7275323802541545	137.27568762612694	RPL4;SEMA5A;RPL5;RPL3;RPL32;SH3KBP1;NCAN;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;ALCAM;RPS16;DPYSL5;SCN9A;NCK2;RPL35;ITGAV;NRCAM;EPHB2;RPS11;EPHB3;RPL21;UNC5B;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;MYL6;GAP43;COL4A1;DOK6;COL6A2;MYH9;PABPC1;PFN2;HDAC2;SHC3;RPL11;RPL36A;CACNA1C;RPS15A;FLRT3;RPL14;RPL15;RPS27A;PRNP;SCD5;RPL23A;LAMB1;ITGA10;RPL27A;KIF4A;CD24;SCN2A;RPS24;RPS23
Axon Guidance R-HSA-422475	63/519	1.3072501330410785E-16	7.0778257203224115E-15	0	0	3.796716297322253	138.8589593410619	RPL4;SEMA5A;RPL5;RPL3;RPL32;SH3KBP1;NCAN;RPLP1;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;ALCAM;RPS16;DPYSL5;SCN9A;NCK2;RPL35;ITGAV;NRCAM;EPHB2;RPS11;EPHB3;RPL21;UNC5B;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;MYL6;GAP43;COL4A1;DOK6;COL6A2;MYH9;PABPC1;PFN2;SHC3;RPL11;RPL36A;CACNA1C;RPS15A;FLRT3;RPL14;RPL15;RPS27A;PRNP;RPL23A;LAMB1;ITGA10;RPL27A;KIF4A;CD24;SCN2A;RPS24;RPS23
Signaling By ROBO Receptors R-HSA-376176	38/209	4.127779669204796E-16	2.1333115835844785E-14	0	0	5.980880739695972	211.86445756835732	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;FLRT3;RPL14;NCK2;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;PABPC1;RPS24;PFN2;RPS23
Cell Cycle R-HSA-1640170	71/654	5.456558681277393E-16	2.697437922005389E-14	0	0	3.3634688968506095	118.20757786317292	TOP2A;BUB1B;MCM10;LMNB1;CDC20;TUBB6;TUBA1A;PTTG1;TUBB3;MYC;RCC1;MYBL2;FBXO5;PHLDA1;TMPO;YWHAH;DAXX;BORA;TUBB;CDC25C;CKAP5;CCNA2;TUBB2A;DBF4;CCNE2;INCENP;MCM4;KIF2C;MCM6;DNA2;KIF20A;OPTN;CDCA5;CDCA8;NCAPG;HMMR;TYMS;CENPA;NCAPH;CCNB2;CCNB1;PRKAR2B;RAD21;POLD2;E2F1;E2F2;CEP192;RPS27A;BUB1;PLK4;CDKN2D;CDKN2C;CENPW;UBE2I;RRM2;UBE2C;PLK1;HSPA2;TUBB4B;TUBB4A;ZWINT;DHFR;CENPE;POLA1;TPX2;UBE2S;CDK1;CENPN;NCAPD2;SPC24;MAD2L1
Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226	35/179	5.900743528732557E-16	2.7954772467370488E-14	0	0	6.52324243133583	228.74586597793316	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;FBL;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
rRNA Processing In Nucleus And Cytosol R-HSA-8868773	35/189	3.397281594127359E-15	1.5450836690091227E-13	0	0	6.0964632277834525	203.10855456806897	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;FBL;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
Translation R-HSA-72766	42/281	1.5302875892604137E-14	6.692065342265732E-13	0	0	4.739535297783317	150.76810430683108	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;EEF1B2;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;EIF4B;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;EEF1A1;EEF1G;EIF3L;RPL27A;PABPC1;EIF3F;EIF3C;RPS24;RPS23
rRNA Processing R-HSA-72312	35/199	1.735122262063071E-14	7.306792636910044E-13	0	0	5.721730268566731	181.29367253507843	RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;FBL;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;RPL27A;RPS24;RPS23
Mitotic Metaphase And Anaphase R-HSA-2555396	35/233	2.1237429196820737E-12	8.623913213137562E-11	0	0	4.730769776415844	127.15287812211368	CDCA5;CDCA8;BUB1B;CENPA;LMNB1;CDC20;CCNB2;TUBB6;CCNB1;TUBA1A;PTTG1;TUBB3;RAD21;RCC1;FBXO5;RPS27A;BUB1;TMPO;UBE2I;UBE2C;TUBB;PLK1;TUBB4B;TUBB4A;CKAP5;ZWINT;CENPE;TUBB2A;INCENP;UBE2S;CDK1;KIF2C;CENPN;SPC24;MAD2L1
Mitotic Anaphase R-HSA-68882	34/232	8.912409120718303E-12	3.494279024226452E-10	0	0	4.589159476957513	116.76463034691524	CDCA5;CDCA8;BUB1B;CENPA;LMNB1;CDC20;CCNB2;TUBB6;CCNB1;TUBA1A;PTTG1;TUBB3;RAD21;RCC1;RPS27A;BUB1;TMPO;UBE2I;UBE2C;TUBB;PLK1;TUBB4B;TUBB4A;CKAP5;ZWINT;CENPE;TUBB2A;INCENP;UBE2S;CDK1;KIF2C;CENPN;SPC24;MAD2L1
Translation Initiation Complex Formation R-HSA-72649	17/57	1.5418033862423294E-11	5.843434833858428E-10	0	0	11.185650684931506	278.47217939684293	RPS8;RPS5;RPS3A;RPSA;RPS4X;RPS14;RPS16;RPS15A;EIF3L;PABPC1;EIF3F;RPS11;RPS27A;EIF3C;EIF4B;RPS24;RPS23
mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	17/58	2.1060675642754234E-11	7.724512324455344E-10	0	0	10.912261944537253	268.2628303600977	RPS8;RPS5;RPS3A;RPSA;RPS4X;RPS14;RPS16;RPS15A;EIF3L;PABPC1;EIF3F;RPS11;RPS27A;EIF3C;EIF4B;RPS24;RPS23
Mitotic Prometaphase R-HSA-68877	29/186	6.645559025710144E-11	2.361250191322636E-9	0	0	4.912655465464932	115.12556165802152	CDCA5;BUB1B;CDCA8;NCAPG;CENPA;NCAPH;CDC20;CCNB2;CCNB1;TUBA1A;PRKAR2B;RAD21;CEP192;BUB1;PLK4;TUBB;PLK1;TUBB4B;CKAP5;TUBB4A;ZWINT;CENPE;INCENP;CDK1;KIF2C;CENPN;NCAPD2;SPC24;MAD2L1
Developmental Biology R-HSA-1266738	84/1073	9.032834059946991E-11	3.1122219170180996E-9	0	0	2.3397279577616223	54.11222178567299	RPL4;SEMA5A;RPL5;RARG;RPL3;RPL32;SH3KBP1;RPLP1;NCAN;RPLP0;HIF3A;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;ALCAM;RPS16;DPYSL5;MYC;SCN9A;NCK2;RPL35;ITGAV;NRCAM;SOX9;EPHB2;RPS11;CDON;EPHB3;RPL21;UNC5B;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;MYL6;GAP43;COL4A1;DOK6;COL6A2;MYH9;PABPC1;ZFPM2;PFN2;HDAC2;SHC3;EPAS1;RPL11;RPL36A;FURIN;CACNA1C;FOXO1;CACNG8;RPS15A;FLRT3;RPL14;E2F1;RPL15;RPS27A;ZNF467;PRNP;SCD5;RPL23A;LAMB1;DEK;FLI1;BMP4;RCAN1;MAFB;KLF5;ITGA10;RPL27A;KIF4A;INSM1;CD24;SCN2A;RPS24;RPS23
Metabolism Of Proteins R-HSA-392499	125/1890	1.3815196533020895E-10	4.619964252366105E-9	0	0	1.9912008234426095	45.205568903363876	RPL4;SEMA5A;RAB3B;RPL5;RAB3C;RPL3;RPL32;RPL10A;NR3C1;RPL9;RPL6;RPL7;CDC20;EEF1B2;RPS14;TUBB6;LGALS1;RPS16;TUBB3;MYC;RPL35;RPS11;DAXX;RPL21;RPS8;IGFBP4;RPL23;RPS5;UBE2E3;RPL22;RPSA;LMO7;EEF1A1;RAB30;CCNE2;KDELR3;EPAS1;CDCA8;THY1;LTBP1;RAD21;APOE;ST3GAL1;TFAP2B;TFAP2C;CBX5;UBE2I;UBE2C;ABCA3;GFPT2;STAM;GNG12;GNG11;SMAD7;BMP4;TF;UBE2S;RPL27A;SP3;CDK1;RPS24;RPS23;ARF3;TOP2A;THRB;THRA;RPLP1;RPLP0;HIF3A;LMNB2;RPS4X;RPL7A;TUBA1A;ADAMTS9;LMCD1;CTSC;TUBB;RPL13A;RPS3A;TGFBR2;RNF144A;CCNA2;EEF1G;PTP4A2;B3GNT9;VCAN;TUBB2A;INCENP;FAM20C;KIFC3;PABPC1;HDAC2;RPL11;RPL36A;TULP4;FURIN;THBS2;CST3;GNA14;RPS15A;GMDS;RPL14;GPC3;RPL15;RPS27A;EIF4B;SNCA;CASP8AP2;IL33;GSN;RPL23A;LAMB1;FBXL16;TUBB4B;TUBB4A;FBXL14;MGAT4C;EIF3L;RAB15;ASB9;EIF3F;EIF3C;SEC24D;RECK;SPSB4
Ribosomal Scanning And Start Codon Recognition R-HSA-72702	16/57	1.6936450976890968E-10	5.501927074492866E-9	0	0	10.25631443728938	230.7564888984875	RPS8;RPS5;RPS3A;RPSA;RPS4X;RPS14;RPS16;RPS15A;EIF3L;EIF3F;RPS11;RPS27A;EIF3C;EIF4B;RPS24;RPS23
Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	15/50	2.2244149883472195E-10	7.025444004863301E-9	0	0	11.25175644028103	250.08555524283133	RPS8;RPS5;RPS3A;RPSA;RPS4X;RPS14;RPS16;RPS15A;EIF3L;EIF3F;RPS11;RPS27A;EIF3C;RPS24;RPS23
Cellular Responses To Stimuli R-HSA-8953897	64/736	2.9350412799687804E-10	9.019302527904063E-9	0	0	2.5909502893397476	56.86910320086505	RPL4;RPL5;RPL3;RPL32;RPLP1;HSPB8;RPLP0;HIF3A;SLC7A11;RPL10A;NR3C1;RPL9;ETS1;RPL6;ETS2;RPL7;LMNB1;RPS4X;RPL7A;RPS14;RPS16;CREB3L1;MYC;RPL35;RPS11;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;WIPI1;RPS3A;EEF1A1;CCNA2;CCNE2;BLVRB;KDELR3;TNFRSF21;EPAS1;RPL11;RPL36A;RPS15A;SERPINH1;RPL14;E2F1;CCL2;E2F2;RPL15;RPS27A;ATP6V1C2;CDKN2D;NQO1;CDKN2C;UBE2C;RPL23A;HSPA2;MT3;UBE2S;RPL27A;ID1;RPS24;RPS23
Cellular Responses To Stress R-HSA-2262752	63/722	3.543810771921013E-10	1.033546837241659E-8	0	0	2.598794026036259	56.55144278535665	RPL4;RPL5;RPL3;RPL32;RPLP1;HSPB8;RPLP0;HIF3A;SLC7A11;RPL10A;NR3C1;RPL9;ETS1;RPL6;ETS2;RPL7;LMNB1;RPS4X;RPL7A;RPS14;RPS16;CREB3L1;MYC;RPL35;RPS11;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;WIPI1;RPS3A;EEF1A1;CCNA2;CCNE2;BLVRB;KDELR3;TNFRSF21;EPAS1;RPL11;RPL36A;RPS15A;SERPINH1;RPL14;E2F1;CCL2;E2F2;RPL15;RPS27A;ATP6V1C2;CDKN2D;NQO1;CDKN2C;UBE2C;RPL23A;HSPA2;UBE2S;RPL27A;ID1;RPS24;RPS23
M Phase R-HSA-68886	42/380	3.545147462834187E-10	1.033546837241659E-8	0	0	3.3338788870703766	72.54610864194798	CDCA5;CDCA8;NCAPG;BUB1B;CENPA;NCAPH;LMNB1;CDC20;CCNB2;TUBB6;CCNB1;TUBA1A;PTTG1;PRKAR2B;TUBB3;RAD21;RCC1;CEP192;FBXO5;RPS27A;BUB1;TMPO;PLK4;UBE2I;UBE2C;TUBB;PLK1;TUBB4B;TUBB4A;CKAP5;ZWINT;CENPE;TUBB2A;INCENP;UBE2S;CDK1;KIF2C;CENPN;NCAPD2;KIF20A;SPC24;MAD2L1
Metabolism Of Amino Acids And Derivatives R-HSA-71291	40/364	1.1117308064088735E-9	3.160094817217223E-8	0	0	3.305394031466639	68.14845820080046	RPL4;RPL5;RPL3;TINAGL1;RPL32;RPLP1;RPLP0;RPL11;RPL36A;RPL10A;RPL9;RPL6;PAPSS2;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS15A;RPL14;RPL35;RPL15;RPS11;RPS27A;CRYM;NQO1;RPL21;RPS8;RPL23;RPS5;RPL22;RPL13A;RPSA;RPS3A;RPL23A;DCT;RPL27A;SERINC2;RPS24;RPS23
Signal Transduction R-HSA-162582	145/2465	1.1764743015269889E-8	3.262564099600454E-7	0	0	1.7579941860465116	32.097736768962925	DGKG;SPARC;BUB1B;NR3C1;CDC20;ARHGAP42;MYC;STMN1;POTEE;SOX9;KPNA2;TNS3;IER3;TMPO;CDON;MYLIP;TLE2;F2R;CDC25C;MYL6;DDX39B;COL4A1;ADAM12;PFN2;NOTCH2;SHC3;EPAS1;LPAR1;CDCA8;NEDD4L;LTBP1;FOXO1;FLRT2;RACGAP1;GRK5;PRKAR2B;FLRT3;RAD21;APOE;ATP6V1C2;BCL9L;BCL11B;FZD4;CAV1;PLK1;SMAD9;NFATC1;ARHGAP28;STAM;GNG12;GNG11;ZWINT;ARHGAP24;ARHGAP23;SMAD7;ANLN;TF;ARHGAP31;COL1A2;DIAPH3;BAMBI;ID1;CDK1;ID4;SNAI2;ID3;RARG;SH3KBP1;HSPB1;ADM;YBX1;SHB;LMNB2;LMNB1;AKAP12;HEY1;NCK2;BDKRB2;FLOT1;NEFL;ITGAV;ZNF367;DLGAP5;YWHAH;DACT1;EDN1;ANXA1;GPR37;PDE4D;IL17RD;CKAP5;TGFBR2;ARHGAP10;INCENP;PEAK1;ALDH1A2;COL6A2;RHOJ;ARHGEF3;GAS1;CDC42EP1;MYH9;KIF2C;SGK1;MGLL;RAPGEF3;KANK1;HDAC2;LAMA4;AMIGO2;CXCR5;FURIN;PRICKLE1;CXXC5;THBS2;FAM169A;CENPA;HDAC9;GNAI1;GNA14;E2F1;S1PR1;CCL2;STOM;RPS27A;HNRNPA1;BUB1;EIF4B;HES5;NTRK2;IL33;PCDH7;LAMB1;S100B;CENPE;EEPD1;PRC1;SCD;ABHD17A;DLC1;TACC3;CENPN;PDE7B;SPC24;MAD2L1
Resolution Of Sister Chromatid Cohesion R-HSA-2500257	19/106	1.2569686019152749E-8	3.40279357232778E-7	0	0	5.749557913351016	104.59582988065151	CDCA5;PLK1;BUB1B;CDCA8;CKAP5;CENPA;ZWINT;CDC20;CCNB2;CENPE;CCNB1;INCENP;RAD21;CDK1;KIF2C;CENPN;BUB1;SPC24;MAD2L1
Extracellular Matrix Organization R-HSA-1474244	33/291	1.4882848366581177E-8	3.935301998326232E-7	0	0	3.402791349097779	61.32870041370618	COL18A1;SPARC;PCOLCE2;NCAN;COL11A1;LAMA4;SDC3;PLOD2;FURIN;PLOD1;FBLN2;LTBP1;LMNB2;ICAM1;SERPINH1;ITGAV;ADAMTS9;ITGA4;COL23A1;PCOLCE;LAMB1;BMP4;MMP14;VCAN;COL1A2;MMP16;COL4A1;P4HA2;ITGA10;COL6A2;ADAM12;COL5A2;COL8A2
